,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
1207,"Molalla city, Oregon",8867,1352,8067,3,91,41,49450,2016
1208,"Oak Grove CDP, Oregon",16848,1339,15371,346,137,41,53900,2016
1209,"West Linn city, Oregon",26242,1218,23357,308,1414,41,80150,2016
1210,"Alpine CDP, Oregon",131,0,120,0,0,41,01700,2016
1211,"Alsea CDP, Oregon",283,12,283,0,0,41,01800,2016
1212,"Bayside Gardens CDP, Oregon",662,0,646,0,16,41,04925,2016
1213,"Beavercreek CDP, Oregon",4034,36,3808,0,38,41,05250,2016
1214,"Annex CDP, Oregon",262,89,231,0,1,41,02200,2016
1215,"Bellfountain CDP, Oregon",93,0,93,0,0,41,05700,2016
1216,"Bethany CDP, Oregon",22819,1043,13200,466,7658,41,05950,2016
1217,"Black Butte Ranch CDP, Oregon",343,0,343,0,0,41,06650,2016
1218,"Blodgett CDP, Oregon",55,0,55,0,0,41,06950,2016
1219,"Brogan CDP, Oregon",199,0,199,0,0,41,08600,2016
1220,"Bull Mountain CDP, Oregon",9684,639,7878,7,1155,41,09535,2016
1221,"Camp Sherman CDP, Oregon",219,20,211,0,6,41,10550,2016
1222,"Cascadia CDP, Oregon",188,77,151,0,5,41,11700,2016
1223,"Crabtree CDP, Oregon",753,0,753,0,0,41,16350,2016
1224,"Crane CDP, Oregon",117,39,117,0,0,41,16450,2016
1225,"Crawfordsville CDP, Oregon",340,0,334,0,0,41,16650,2016
1226,"Moro city, Oregon",380,35,349,3,2,41,50000,2016
1227,"Huntington city, Oregon",314,9,286,0,15,41,35700,2016
1228,"Jacksonville city, Oregon",2845,49,2804,0,0,41,37000,2016
1229,"Shady Cove city, Oregon",2994,101,2813,96,0,41,66550,2016
1230,"White City CDP, Oregon",8709,2722,7640,85,49,41,81450,2016
1231,"Astoria city, Oregon",9595,884,8542,41,159,41,03150,2016
1232,"Dufur city, Oregon",625,3,608,0,0,41,20900,2016
1233,"Newberg city, Oregon",22749,2956,19835,45,508,41,52100,2016
1234,"Chiloquin city, Oregon",844,83,333,0,8,41,13050,2016
1235,"Elgin city, Oregon",1435,46,1393,3,0,41,22550,2016
1236,"Seneca city, Oregon",180,2,180,0,0,41,66200,2016
1237,"Canby city, Oregon",17218,3453,14878,13,383,41,10750,2016
1238,"Prineville city, Oregon",9419,1042,8333,98,21,41,59850,2016
1239,"Irrigon city, Oregon",2249,960,1805,15,13,41,36500,2016
1240,"Cape Meares CDP, Oregon",121,0,121,0,0,41,11050,2016
1241,"Netarts CDP, Oregon",878,45,862,0,16,41,52050,2016
1242,"Pine Grove CDP, Oregon",105,0,105,0,0,41,57850,2016
1243,"Lebanon city, Oregon",16162,623,15275,42,103,41,41650,2016
1244,"Joseph city, Oregon",981,35,871,10,12,41,37900,2016
1245,"Chenoweth CDP, Oregon",1811,139,1738,6,7,41,12800,2016
1246,"Philomath city, Oregon",4584,187,4105,34,119,41,57450,2016
1247,"Lakeview town, Oregon",2867,273,2636,0,21,41,40700,2016
1248,"Paisley city, Oregon",372,2,352,0,1,41,56250,2016
1249,"La Grande city, Oregon",13079,565,11789,161,211,41,40350,2016
1250,"Canyon City town, Oregon",805,10,767,12,3,41,10950,2016
1251,"Granite city, Oregon",13,0,13,0,0,41,30500,2016
1252,"Monument city, Oregon",95,0,79,1,6,41,49750,2016
1253,"Umapine CDP, Oregon",347,34,340,0,0,41,75600,2016
1254,"Wallowa Lake CDP, Oregon",39,0,39,0,0,41,78160,2016
1255,"Warren CDP, Oregon",1909,102,1875,0,0,41,78800,2016
1256,"Westport CDP, Oregon",261,7,254,0,0,41,80400,2016
1257,"West Scio CDP, Oregon",139,67,139,0,0,41,80750,2016
1258,"Summit CDP, Oregon",139,0,102,0,0,41,70870,2016
1259,"Sunriver CDP, Oregon",777,29,747,0,0,41,71250,2016
1260,"Takilma CDP, Oregon",263,0,263,0,0,41,72400,2016
1261,"Tetherow CDP, Oregon",349,9,349,0,0,41,72820,2016
1262,"Trail CDP, Oregon",543,39,543,0,0,41,74400,2016
1263,"Tumalo CDP, Oregon",602,0,602,0,0,41,75050,2016
1264,"Tualatin city, Oregon",27024,4898,23671,366,925,41,74950,2016
1265,"Phoenix city, Oregon",4528,519,4116,0,104,41,57500,2016
1266,"Rogue River city, Oregon",2472,123,2247,0,4,41,63450,2016
1267,"Seaside city, Oregon",6514,585,5833,45,53,41,65950,2016
1268,"Lyons city, Oregon",1248,21,1221,0,0,41,44300,2016
1269,"Columbia City city, Oregon",2151,84,2007,9,22,41,14750,2016
1270,"Antelope city, Oregon",55,0,55,0,0,41,02250,2016
1271,"Shaniko city, Oregon",7,0,7,0,0,41,66700,2016
1272,"Metolius city, Oregon",1320,500,927,12,3,41,47750,2016
1273,"Rowena CDP, Oregon",153,0,148,0,0,41,63950,2016
1274,"Yoncalla city, Oregon",1109,22,1048,0,0,41,84600,2016
1275,"Altamont CDP, Oregon",19113,2321,17043,32,255,41,01850,2016
1276,"Summerville town, Oregon",111,7,101,0,0,41,70850,2016
1277,"Ione city, Oregon",276,50,257,0,0,41,36400,2016
1278,"Scappoose city, Oregon",6901,232,6529,11,126,41,65500,2016
1279,"Millersburg city, Oregon",1963,547,1852,0,6,41,48300,2016
1280,"Cannon Beach city, Oregon",1673,254,1386,9,38,41,10850,2016
1281,"Williams CDP, Oregon",1015,0,889,28,0,41,82450,2016
1282,"Wimer CDP, Oregon",433,0,432,0,0,41,82850,2016
1283,"Days Creek CDP, Oregon",238,0,234,0,0,41,18150,2016
1284,"Deer Island CDP, Oregon",375,11,326,0,0,41,18450,2016
1285,"Dillard CDP, Oregon",450,47,450,0,0,41,19600,2016
1286,"Eagle Crest CDP, Oregon",1630,8,1541,13,0,41,21450,2016
1287,"Fair Oaks CDP, Oregon",249,0,249,0,0,41,24100,2016
1288,"Foots Creek CDP, Oregon",589,16,536,0,0,41,26165,2016
1289,"Fort Hill CDP, Oregon",109,2,105,0,0,41,26400,2016
1290,"Gardiner CDP, Oregon",190,0,165,0,0,41,27850,2016
1291,"Glasgow CDP, Oregon",688,53,566,0,0,41,29100,2016
1292,"Government Camp CDP, Oregon",121,0,114,7,0,41,30250,2016
1293,"Dayville town, Oregon",133,0,132,0,0,41,18300,2016
1294,"Boardman city, Oregon",3347,2219,2838,0,0,41,07200,2016
1295,"Condon city, Oregon",556,19,549,0,0,41,15000,2016
1296,"Salem city, Oregon",161975,35163,131808,2183,4573,41,64900,2016
1297,"Mount Angel city, Oregon",3429,1112,2804,17,23,41,50150,2016
1298,"Rivergrove city, Oregon",438,28,338,0,46,41,62250,2016
1299,"Independence city, Oregon",8982,2668,7707,17,68,41,36150,2016
1300,"Gearhart city, Oregon",1498,75,1381,0,17,41,28450,2016
1301,"Prairie City city, Oregon",868,5,817,0,0,41,59650,2016
1302,"McMinnville city, Oregon",33724,7305,29952,405,555,41,45000,2016
1303,"Madras city, Oregon",6504,2690,4686,78,90,41,45250,2016
1304,"Coburg city, Oregon",1194,119,1064,34,15,41,14400,2016
1305,"Brownsville city, Oregon",1615,103,1490,13,0,41,09050,2016
1306,"Stayton city, Oregon",7875,1216,6636,116,24,41,70200,2016
1307,"Aurora city, Oregon",1289,155,1211,0,2,41,03300,2016
1308,"Wasco city, Oregon",381,4,342,3,0,41,78950,2016
1309,"Tangent city, Oregon",1172,134,1133,0,0,41,72600,2016
1310,"Forest Grove city, Oregon",23214,5176,19449,116,909,41,26200,2016
1311,"Hayesville CDP, Oregon",20653,9487,13978,605,675,41,32850,2016
1312,"Parkdale CDP, Oregon",528,261,505,0,23,41,56500,2016
1313,"Medford city, Oregon",78856,11544,70533,575,1190,41,47000,2016
1314,"Imbler city, Oregon",336,3,331,3,0,41,36050,2016
1315,"Fairview city, Oregon",9215,1215,7878,424,230,41,24250,2016
1316,"Maywood Park city, Oregon",939,109,801,12,18,41,46730,2016
1317,"Rufus city, Oregon",212,35,183,0,0,41,64200,2016
1318,"Grants Pass city, Oregon",36776,3365,33444,237,280,41,30550,2016
1319,"Portland city, Oregon",620589,60040,482410,35465,47045,41,59000,2016
1320,"Raleigh Hills CDP, Oregon",6046,149,5240,150,524,41,60900,2016
1321,"Terrebonne CDP, Oregon",1416,0,1305,0,0,41,72800,2016
1322,"Four Corners CDP, Oregon",15963,6086,11552,410,123,41,26750,2016
1323,"Hubbard city, Oregon",3268,1072,2697,13,0,41,35450,2016
1324,"Jefferson city, Oregon",3207,856,2818,0,39,41,37250,2016
1325,"Mill City city, Oregon",1828,212,1699,0,0,41,48150,2016
1326,"Butte Falls town, Oregon",386,31,360,0,5,41,10050,2016
1327,"Arlington city, Oregon",571,78,530,6,0,41,02800,2016
1328,"Rockcreek CDP, Oregon",9384,1158,7424,177,864,41,63010,2016
1329,"West Haven-Sylvan CDP, Oregon",8131,348,7020,89,545,41,80025,2016
1330,"Halfway city, Oregon",302,0,274,0,0,41,31650,2016
1331,"Lonerock city, Oregon",15,0,15,0,0,41,43400,2016
1332,"Sisters city, Oregon",2330,227,2174,4,18,41,67950,2016
1333,"Idanha city, Oregon",165,9,160,0,0,41,35800,2016
1334,"Keizer city, Oregon",37497,7254,32193,337,616,41,38500,2016
1335,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2016
1336,"Sandy city, Oregon",10369,837,9703,42,123,41,65250,2016
1337,"Deschutes River Woods CDP, Oregon",5993,525,5812,0,66,41,19020,2016
1338,"Donald city, Oregon",1173,291,944,82,0,41,20100,2016
1339,"Mehama CDP, Oregon",148,0,113,0,0,41,47300,2016
1340,"Sublimity city, Oregon",2845,114,2777,0,32,41,70700,2016
1341,"Woodburn city, Oregon",24765,14389,18971,58,263,41,83750,2016
1342,"Gaston city, Oregon",558,47,481,0,6,41,28100,2016
1343,"Hillsboro city, Oregon",100462,22825,74137,1523,10853,41,34100,2016
1344,"Sherwood city, Oregon",18965,1457,16722,16,838,41,67100,2016
1345,"Wilsonville city, Oregon",21814,2984,18470,345,929,41,82800,2016
1346,"Gresham city, Oregon",110042,21377,85816,5649,4507,41,31250,2016
1347,"Dallas city, Oregon",15175,692,14049,24,271,41,17700,2016
1348,"Monmouth city, Oregon",9919,1403,8178,187,293,41,49550,2016
1349,"Wood Village city, Oregon",3996,1542,3074,75,132,41,83950,2016
1350,"Haines city, Oregon",480,8,459,0,1,41,31600,2016
1351,"Eagle Point city, Oregon",8790,706,8089,0,60,41,21550,2016
1352,"Talent city, Oregon",6323,627,5993,5,81,41,72500,2016
1353,"Barlow city, Oregon",171,73,130,0,0,41,04000,2016
1354,"Jeffers Gardens CDP, Oregon",299,0,296,0,0,41,37202,2016
1355,"Butteville CDP, Oregon",159,33,159,0,0,41,10100,2016
1356,"Gervais city, Oregon",2591,1805,1978,11,12,41,28650,2016
1357,"St. Paul city, Oregon",389,53,343,0,9,41,64850,2016
1358,"Turner city, Oregon",2304,214,2095,5,58,41,75150,2016
1359,"Harper CDP, Oregon",112,3,110,0,0,41,32400,2016
1360,"Holley CDP, Oregon",328,0,276,0,0,41,34650,2016
1361,"Idaville CDP, Oregon",429,0,365,0,0,41,35850,2016
1362,"Juntura CDP, Oregon",36,0,36,0,0,41,38150,2016
1363,"Kerby CDP, Oregon",778,271,731,0,0,41,38900,2016
1364,"Kings Valley CDP, Oregon",73,0,35,0,0,41,39350,2016
1365,"Lacomb CDP, Oregon",814,0,711,0,0,41,40150,2016
1366,"Langlois CDP, Oregon",101,0,101,0,0,41,40950,2016
1367,"Lookingglass CDP, Oregon",909,0,880,0,0,41,43650,2016
1368,"Melrose CDP, Oregon",790,0,752,0,12,41,47350,2016
1369,"Merlin CDP, Oregon",1459,0,1404,0,23,41,47650,2016
1370,"Mount Hood CDP, Oregon",238,154,218,0,0,41,50200,2016
1371,"Mulino CDP, Oregon",2797,219,2394,0,39,41,50450,2016
1372,"Nesika Beach CDP, Oregon",497,76,481,16,0,41,51950,2016
1373,"New Hope CDP, Oregon",1299,65,1250,0,0,41,52275,2016
1374,"New Pine Creek CDP, Oregon",39,0,39,0,0,41,52400,2016
1375,"O'Brien CDP, Oregon",308,0,238,0,0,41,54350,2016
1376,"Peoria CDP, Oregon",189,0,189,0,0,41,57300,2016
1377,"Pistol River CDP, Oregon",112,0,112,0,0,41,58050,2016
1378,"Plush CDP, Oregon",46,0,44,0,0,41,58550,2016
1379,"Pronghorn CDP, Oregon",44,0,35,0,9,41,60070,2016
1380,"Prospect CDP, Oregon",482,10,413,0,5,41,60100,2016
1381,"Ruch CDP, Oregon",683,40,657,0,0,41,64150,2016
1382,"Selma CDP, Oregon",643,46,543,1,14,41,66150,2016
1383,"Seventh Mountain CDP, Oregon",285,0,271,0,0,41,66385,2016
1384,"Shedd CDP, Oregon",166,0,166,0,0,41,66900,2016
1385,"Myrtle Creek city, Oregon",3438,271,2959,0,7,41,50950,2016
1386,"Sutherlin city, Oregon",7883,373,7430,68,82,41,71650,2016
1387,"Winchester Bay CDP, Oregon",294,2,283,0,0,41,83050,2016
1388,"Heppner city, Oregon",1186,66,1129,0,15,41,33550,2016
1389,"Garibaldi city, Oregon",820,27,807,0,0,41,28000,2016
1390,"Manzanita city, Oregon",332,36,306,0,15,41,45700,2016
1391,"Pacific City CDP, Oregon",972,94,957,13,0,41,56150,2016
1392,"Lakeside city, Oregon",1638,49,1569,11,6,41,40650,2016
1393,"Myrtle Point city, Oregon",2505,75,2122,0,10,41,51050,2016
1394,"North Bend city, Oregon",9635,874,8391,46,108,41,53000,2016
1395,"Eugene city, Oregon",161649,14533,136660,3023,6941,41,23850,2016
1396,"Albany city, Oregon",51919,6538,46357,486,1044,41,01000,2016
1397,"Rainier city, Oregon",1971,88,1822,33,25,41,60850,2016
1398,"Rose Lodge CDP, Oregon",1854,0,1752,0,15,41,63800,2016
1399,"Bunker Hill CDP, Oregon",1523,250,1025,0,32,41,09600,2016
1400,"Powers city, Oregon",875,25,723,0,0,41,59600,2016
1401,"Lowell city, Oregon",1147,88,1080,0,9,41,44050,2016
1402,"Springfield city, Oregon",60611,7299,54162,358,936,41,69600,2016
1403,"Sodaville city, Oregon",395,3,341,4,6,41,68550,2016
1404,"Tygh Valley CDP, Oregon",254,0,245,7,0,41,75500,2016
1405,"Amity city, Oregon",1593,349,1262,3,0,41,02000,2016
1406,"Klamath Falls city, Oregon",21322,2971,18369,275,201,41,39700,2016
1407,"Port Orford city, Oregon",1243,36,1205,0,0,41,59250,2016
1408,"Nyssa city, Oregon",3202,2089,2835,18,12,41,53750,2016
1409,"Mount Vernon city, Oregon",601,9,592,0,0,41,50250,2016
1410,"North Powder city, Oregon",537,53,471,0,6,41,53300,2016
1411,"Winston city, Oregon",5364,472,4957,0,60,41,83400,2016
1412,"Clatskanie city, Oregon",2076,203,1895,0,10,41,13750,2016
1413,"Depoe Bay city, Oregon",1610,19,1521,0,27,41,18850,2016
1414,"Barview CDP, Oregon",1945,38,1849,27,19,41,04400,2016
1415,"Coos Bay city, Oregon",16129,1317,13789,597,381,41,15250,2016
1416,"Harrisburg city, Oregon",3687,757,2997,0,0,41,32550,2016
1417,"Scio city, Oregon",768,15,705,11,0,41,65650,2016
1418,"Sweet Home city, Oregon",9171,231,8691,36,59,41,71950,2016
1419,"Gold Beach city, Oregon",2311,59,2098,0,38,41,29900,2016
1420,"Warrenton city, Oregon",5260,602,4813,20,19,41,78900,2016
1421,"Troutdale city, Oregon",16535,1702,13483,527,1008,41,74850,2016
1422,"Umatilla city, Oregon",6986,2983,5700,133,19,41,75650,2016
1423,"Redmond city, Oregon",27998,3631,25395,271,132,41,61200,2016
1424,"Three Rivers CDP, Oregon",4438,75,4175,14,0,41,73225,2016
1425,"Gates city, Oregon",447,9,403,0,2,41,28200,2016
1426,"Labish Village CDP, Oregon",218,204,113,0,0,41,40050,2016
1427,"Scotts Mills city, Oregon",416,20,394,0,0,41,65800,2016
1428,"King City city, Oregon",3599,113,3393,0,97,41,39150,2016
1429,"Grand Ronde CDP, Oregon",1598,72,998,0,15,41,30300,2016
1430,"Metzger CDP, Oregon",3967,341,3120,185,240,41,47800,2016
1431,"West Slope CDP, Oregon",7650,545,6252,437,245,41,80900,2016
1432,"Falls City city, Oregon",939,25,846,5,1,41,24550,2016
1433,"Central Point city, Oregon",17793,1797,16449,54,131,41,12400,2016
1434,"Cascade Locks city, Oregon",1134,24,1088,0,0,41,11600,2016
1435,"Milwaukie city, Oregon",20643,1552,18277,436,709,41,48650,2016
1436,"Biggs Junction CDP, Oregon",22,0,22,0,0,41,06400,2016
1437,"Estacada city, Oregon",3051,264,2902,0,5,41,23800,2016
1438,"Mount Hood Village CDP, Oregon",5231,237,5067,0,69,41,50235,2016
1439,"Oregon City city, Oregon",35057,2776,31561,317,443,41,55200,2016
1440,"Ashland city, Oregon",21002,1070,19217,366,453,41,03050,2016
1441,"Redwood CDP, Oregon",2723,35,2557,0,0,41,61250,2016
1442,"Baker City city, Oregon",9757,317,9121,39,95,41,03650,2016
1443,"Sumpter city, Oregon",198,0,195,0,0,41,71000,2016
1444,"Grass Valley city, Oregon",149,13,140,2,0,41,30650,2016
1445,"Cedar Hills CDP, Oregon",8135,961,7009,65,391,41,12050,2016
1446,"Garden Home-Whitford CDP, Oregon",6291,298,5766,54,133,41,27825,2016
1447,"Cave Junction city, Oregon",2133,107,2022,30,33,41,11850,2016
1448,"Kirkpatrick CDP, Oregon",136,0,64,0,7,41,39566,2016
1449,"Pendleton city, Oregon",16861,1350,14521,255,241,41,57150,2016
1450,"Riverside CDP, Oregon",152,27,112,0,4,41,62412,2016
1451,"Tutuilla CDP, Oregon",461,23,306,0,0,41,75185,2016
1452,"Ukiah city, Oregon",243,17,212,0,2,41,75550,2016
1453,"Fossil city, Oregon",403,0,396,0,0,41,26650,2016
1454,"Aloha CDP, Oregon",54908,12402,38744,2080,5354,41,01650,2016
1455,"Cedar Mill CDP, Oregon",15993,550,12113,200,2658,41,12150,2016
1456,"Cornelius city, Oregon",12241,6325,8948,32,224,41,15550,2016
1457,"North Plains city, Oregon",2072,238,1857,0,42,41,53150,2016
1458,"Roseburg North CDP, Oregon",5876,235,5611,0,12,41,63660,2016
1459,"Glendale city, Oregon",775,67,678,0,0,41,29350,2016
1460,"Beatty CDP, Oregon",0,0,0,0,0,41,05150,2016
1461,"Neahkahnie CDP, Oregon",54,0,54,0,0,41,51450,2016
1462,"Cloverdale CDP, Oregon",297,84,297,0,0,41,14200,2016
1463,"Banks city, Oregon",1688,108,1561,6,34,41,03850,2016
1464,"Rockaway Beach city, Oregon",1245,70,1135,3,0,41,62900,2016
1465,"Tillamook city, Oregon",5063,634,4438,2,13,41,73700,2016
1466,"Echo city, Oregon",751,33,665,7,8,41,22200,2016
1467,"Dayton city, Oregon",2567,1132,2158,78,34,41,18250,2016
1468,"Jordan Valley city, Oregon",134,8,134,0,0,41,37850,2016
1469,"Vale city, Oregon",2087,470,1972,6,17,41,76600,2016
1470,"Lostine city, Oregon",399,19,392,0,3,41,43900,2016
1471,"Lincoln City city, Oregon",8452,989,7192,21,320,41,42600,2016
1472,"Cayuse CDP, Oregon",64,0,37,0,0,41,11900,2016
1473,"St. Helens city, Oregon",13169,1101,11625,48,243,41,64600,2016
1474,"Vernonia city, Oregon",1895,96,1806,39,0,41,77250,2016
1475,"Bonanza town, Oregon",509,89,477,0,0,41,07300,2016
1476,"Coquille city, Oregon",3859,191,3590,4,14,41,15350,2016
1477,"Waterloo town, Oregon",242,22,238,0,0,41,79050,2016
1478,"Wallowa city, Oregon",680,18,668,0,0,41,78150,2016
1479,"Mosier city, Oregon",596,282,468,0,13,41,50050,2016
1480,"Wamic CDP, Oregon",58,0,58,0,0,41,78300,2016
1481,"Rickreall CDP, Oregon",77,0,77,0,0,41,61800,2016
1482,"Oceanside CDP, Oregon",317,43,295,0,0,41,54450,2016
1483,"Drain city, Oregon",1045,24,975,0,0,41,20500,2016
1484,"Spray town, Oregon",165,11,160,0,2,41,69450,2016
1485,"Happy Valley city, Oregon",17474,850,12862,148,3212,41,32050,2016
1486,"Jennings Lodge CDP, Oregon",7727,1034,6721,53,200,41,37400,2016
1487,"Bay City city, Oregon",1495,62,1313,0,49,41,04800,2016
1488,"Malin city, Oregon",828,562,762,13,6,41,45400,2016
1489,"Florence city, Oregon",8597,141,8109,20,105,41,26050,2016
1490,"Ontario city, Oregon",11045,4603,9280,42,185,41,54900,2016
1491,"Prescott city, Oregon",44,1,41,0,0,41,59750,2016
1492,"Siletz city, Oregon",1599,5,1020,48,9,41,67500,2016
1493,"Enterprise city, Oregon",1872,93,1812,17,0,41,23500,2016
1494,"Maupin city, Oregon",628,1,607,0,0,41,46500,2016
1495,"Dundee city, Oregon",3203,373,2856,10,52,41,21050,2016
1496,"Island City city, Oregon",1225,37,1145,2,4,41,36750,2016
1497,"Union city, Oregon",2182,12,2110,13,7,41,75850,2016
1498,"Oakland city, Oregon",737,14,712,0,0,41,54000,2016
1499,"Riddle city, Oregon",1259,118,1091,1,0,41,61850,2016
1500,"Tri-City CDP, Oregon",3865,232,3387,0,55,41,74650,2016
1501,"Milton-Freewater city, Oregon",7059,3430,6154,0,57,41,48600,2016
1502,"Pilot Rock city, Oregon",1336,94,1254,0,0,41,57650,2016
1503,"Weston city, Oregon",751,48,689,0,12,41,80350,2016
1504,"Johnson City city, Oregon",547,97,526,2,8,41,37650,2016
1505,"Toledo city, Oregon",3498,111,3274,0,0,41,74000,2016
1506,"Waldport city, Oregon",2145,122,2087,0,20,41,78000,2016
1507,"Yachats city, Oregon",648,89,544,12,0,41,84200,2016
1508,"Bandon city, Oregon",3078,105,2905,72,7,41,03800,2016
1509,"Oakridge city, Oregon",3202,83,2890,0,0,41,54100,2016
1510,"Hebo CDP, Oregon",194,0,194,0,0,41,33100,2017
1511,"Adams city, Oregon",350,9,298,0,0,41,00350,2017
1512,"Warm Springs CDP, Oregon",3555,246,181,26,7,41,78600,2017
1513,"Stanfield city, Oregon",2662,1002,2222,0,15,41,69900,2017
1514,"Sheridan city, Oregon",6049,821,4749,353,129,41,67050,2017
1515,"Cove city, Oregon",770,17,735,0,0,41,16250,2017
1516,"Monroe city, Oregon",559,96,449,0,0,41,49600,2017
1517,"Culver city, Oregon",1860,817,1333,19,26,41,17300,2017
1518,"Greenhorn city, Oregon",10,0,10,0,0,41,31050,2017
1519,"John Day city, Oregon",2071,101,1926,17,10,41,37550,2017
1520,"Long Creek city, Oregon",163,2,158,0,0,41,43550,2017
1521,"Cottage Grove city, Oregon",9930,958,9178,8,28,41,15950,2017
1522,"Creswell city, Oregon",5202,345,4681,0,3,41,16950,2017
1523,"Junction City city, Oregon",5819,765,5320,36,95,41,38000,2017
1524,"Westfir city, Oregon",254,2,240,0,0,41,79950,2017
1525,"Halsey city, Oregon",981,80,908,0,4,41,31750,2017
1526,"Aumsville city, Oregon",3974,390,3636,0,25,41,03250,2017
1527,"Brooks CDP, Oregon",791,302,791,0,0,41,08750,2017
1528,"Detroit city, Oregon",70,2,68,0,0,41,19100,2017
1529,"Marion CDP, Oregon",358,0,334,0,0,41,45900,2017
1530,"Richland city, Oregon",175,9,169,2,0,41,61700,2017
1531,"Unity city, Oregon",63,3,57,0,0,41,76250,2017
1532,"Gold Hill city, Oregon",1339,44,1222,5,25,41,29950,2017
1533,"Oatfield CDP, Oregon",13457,761,12012,215,379,41,54325,2017
1534,"Silverton city, Oregon",9757,994,9117,4,31,41,67650,2017
1535,"Oak Hills CDP, Oregon",11779,687,9011,281,1559,41,53988,2017
1536,"Tigard city, Oregon",51355,5765,41995,1002,3918,41,73650,2017
1537,"Tualatin city, Oregon",27135,4475,23694,374,1013,41,74950,2017
1538,"Phoenix city, Oregon",4522,239,4018,0,87,41,57500,2017
1539,"Rogue River city, Oregon",2487,143,2243,0,6,41,63450,2017
1540,"Seaside city, Oregon",6542,550,5799,80,65,41,65950,2017
1541,"Lyons city, Oregon",1253,22,1160,0,0,41,44300,2017
1542,"Columbia City city, Oregon",2039,138,1883,5,24,41,14750,2017
1543,"Antelope city, Oregon",76,0,73,0,0,41,02250,2017
1544,"Shaniko city, Oregon",3,0,3,0,0,41,66700,2017
1545,"Metolius city, Oregon",1143,426,788,7,5,41,47750,2017
1546,"Rowena CDP, Oregon",218,0,212,0,0,41,63950,2017
1547,"Yoncalla city, Oregon",1202,17,1131,0,0,41,84600,2017
1548,"Altamont CDP, Oregon",18975,2906,16801,4,234,41,01850,2017
1549,"Summerville town, Oregon",141,6,132,0,0,41,70850,2017
1550,"Ione city, Oregon",271,57,261,0,0,41,36400,2017
1551,"Scappoose city, Oregon",6975,235,6584,7,113,41,65500,2017
1552,"Millersburg city, Oregon",1959,466,1808,4,17,41,48300,2017
1553,"Dayville town, Oregon",124,0,122,0,0,41,18300,2017
1554,"Boardman city, Oregon",3310,2032,2757,0,24,41,07200,2017
1555,"Condon city, Oregon",595,22,588,0,0,41,15000,2017
1556,"Salem city, Oregon",163654,36656,132534,2394,4590,41,64900,2017
1557,"Mount Angel city, Oregon",3453,1059,2910,14,25,41,50150,2017
1558,"Rivergrove city, Oregon",481,20,360,0,72,41,62250,2017
1559,"Independence city, Oregon",9246,3030,8581,25,21,41,36150,2017
1560,"Gearhart city, Oregon",1552,84,1441,0,0,41,28450,2017
1561,"Prairie City city, Oregon",741,0,692,0,0,41,59650,2017
1562,"McMinnville city, Oregon",33211,7208,29049,472,553,41,45000,2017
1563,"Madras city, Oregon",6552,2602,4856,63,87,41,45250,2017
1564,"Coburg city, Oregon",1184,102,1101,18,11,41,14400,2017
1565,"Brownsville city, Oregon",1683,82,1553,5,0,41,09050,2017
1566,"Stayton city, Oregon",7927,1666,6731,132,16,41,70200,2017
1567,"Aurora city, Oregon",1261,167,1190,0,4,41,03300,2017
1568,"Wasco city, Oregon",377,5,343,3,0,41,78950,2017
1569,"Tangent city, Oregon",1208,144,1159,0,0,41,72600,2017
1570,"Forest Grove city, Oregon",23554,5485,19338,158,905,41,26200,2017
1571,"Hayesville CDP, Oregon",21658,9499,15445,781,809,41,32850,2017
1572,"Parkdale CDP, Oregon",643,384,620,0,23,41,56500,2017
1573,"Medford city, Oregon",79246,12600,71144,544,1185,41,47000,2017
1574,"Imbler city, Oregon",338,2,331,4,0,41,36050,2017
1575,"Tygh Valley CDP, Oregon",201,0,201,0,0,41,75500,2017
1576,"Amity city, Oregon",1698,310,1333,3,0,41,02000,2017
1577,"Klamath Falls city, Oregon",21113,2790,18039,394,213,41,39700,2017
1578,"Port Orford city, Oregon",1098,64,1062,0,0,41,59250,2017
1579,"Huntington city, Oregon",324,9,301,0,13,41,35700,2017
1580,"Jacksonville city, Oregon",2864,51,2767,0,16,41,37000,2017
1581,"Shady Cove city, Oregon",3012,258,2877,64,0,41,66550,2017
1582,"White City CDP, Oregon",9030,2502,7843,80,22,41,81450,2017
1583,"Astoria city, Oregon",9632,856,8706,64,81,41,03150,2017
1584,"Cannon Beach city, Oregon",1517,223,1293,8,25,41,10850,2017
1585,"Fairview city, Oregon",9261,1301,7972,411,156,41,24250,2017
1586,"Maywood Park city, Oregon",1019,123,870,5,22,41,46730,2017
1587,"Rufus city, Oregon",190,33,190,0,0,41,64200,2017
1588,"Grants Pass city, Oregon",36687,3471,32905,235,203,41,30550,2017
1589,"Portland city, Oregon",630331,61214,487660,35929,49200,41,59000,2017
1590,"Raleigh Hills CDP, Oregon",5762,292,4995,85,486,41,60900,2017
1591,"Terrebonne CDP, Oregon",1517,0,1415,0,0,41,72800,2017
1592,"Four Corners CDP, Oregon",16648,6790,12070,356,416,41,26750,2017
1593,"Hubbard city, Oregon",3321,1142,2879,9,0,41,35450,2017
1594,"Jefferson city, Oregon",3238,884,2849,0,40,41,37250,2017
1595,"Mill City city, Oregon",1774,184,1623,5,0,41,48150,2017
