,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
2656,"Sportsmans Park CDP, Oregon",64,0,64,0,0,41,69387,2020
2657,"Sprague River CDP, Oregon",0,0,0,0,0,41,69400,2020
2658,"Spray town, Oregon",186,2,176,0,7,41,69450,2020
2659,"Springfield city, Oregon",62729,7077,53414,439,1246,41,69600,2020
2660,"Stafford CDP, Oregon",1940,0,1827,68,3,41,69800,2020
2661,"Stanfield city, Oregon",2521,1005,1918,0,2,41,69900,2020
2662,"Stayton city, Oregon",8199,1334,7539,189,69,41,70200,2020
2663,"Sublimity city, Oregon",2794,193,2562,0,54,41,70700,2020
2664,"Summerville town, Oregon",144,6,140,0,0,41,70850,2020
2665,"Summit CDP, Oregon",267,0,256,0,0,41,70870,2020
2666,"Sumpter city, Oregon",245,2,241,0,0,41,71000,2020
2667,"Sunriver CDP, Oregon",1183,26,1183,0,0,41,71250,2020
2668,"Sutherlin city, Oregon",8060,96,7747,58,38,41,71650,2020
2669,"Svensen CDP, Oregon",877,14,839,0,0,41,71800,2020
2670,"Sweet Home city, Oregon",9763,496,8739,237,221,41,71950,2020
2671,"Takilma CDP, Oregon",465,0,394,12,0,41,72400,2020
2672,"Talent city, Oregon",6553,934,5935,1,288,41,72500,2020
2673,"Tangent city, Oregon",1394,79,1274,0,15,41,72600,2020
2674,"Terrebonne CDP, Oregon",1623,0,1548,0,0,41,72800,2020
2675,"Tetherow CDP, Oregon",852,0,852,0,0,41,72820,2020
2676,"The Dalles city, Oregon",15518,2878,13827,30,190,41,72950,2020
2677,"Three Rivers CDP, Oregon",3368,191,3090,0,23,41,73225,2020
2678,"Tigard city, Oregon",54149,6453,43457,543,4618,41,73650,2020
2679,"Tillamook city, Oregon",5308,1150,4380,45,18,41,73700,2020
2680,"Toledo city, Oregon",3601,423,3147,0,0,41,74000,2020
2681,"Trail CDP, Oregon",1029,19,1018,0,0,41,74400,2020
2682,"Trent CDP, Oregon",260,0,260,0,0,41,74550,2020
2683,"Selma CDP, Oregon",913,7,890,0,0,41,66150,2020
2684,"Tri-City CDP, Oregon",4449,275,3845,0,33,41,74650,2020
2685,"Troutdale city, Oregon",16433,2363,13301,437,880,41,74850,2020
2686,"Tualatin city, Oregon",27601,5661,21140,482,856,41,74950,2020
2687,"Tumalo CDP, Oregon",407,21,407,0,0,41,75050,2020
2688,"Turner city, Oregon",2034,217,1904,0,24,41,75150,2020
2689,"Tutuilla CDP, Oregon",360,13,244,4,0,41,75185,2020
2690,"Tygh Valley CDP, Oregon",123,0,123,0,0,41,75500,2020
2691,"Ukiah city, Oregon",288,13,259,0,13,41,75550,2020
2692,"Umapine CDP, Oregon",537,28,476,0,16,41,75600,2020
2693,"Umatilla city, Oregon",7215,3006,6111,235,9,41,75650,2020
2694,"Union city, Oregon",1841,19,1689,62,9,41,75850,2020
2695,"Unity city, Oregon",39,0,37,0,0,41,76250,2020
2696,"Vale city, Oregon",2210,502,2021,0,52,41,76600,2020
2697,"Veneta city, Oregon",5010,619,4011,42,266,41,77050,2020
2698,"Vernonia city, Oregon",2158,144,2042,0,0,41,77250,2020
2699,"Waldport city, Oregon",1959,195,1893,0,6,41,78000,2020
2700,"Wallowa city, Oregon",775,0,631,0,0,41,78150,2020
2701,"Wallowa Lake CDP, Oregon",52,0,52,0,0,41,78160,2020
2702,"Wamic CDP, Oregon",42,0,41,0,0,41,78300,2020
2703,"Warm Springs CDP, Oregon",2702,171,120,7,3,41,78600,2020
2704,"Warren CDP, Oregon",1876,56,1871,0,0,41,78800,2020
2705,"Warrenton city, Oregon",5635,441,4836,18,72,41,78900,2020
2706,"Wasco city, Oregon",453,32,399,0,0,41,78950,2020
2707,"Waterloo town, Oregon",306,10,293,0,0,41,79050,2020
2708,"Wedderburn CDP, Oregon",824,0,824,0,0,41,79500,2020
2709,"Westfir city, Oregon",315,11,308,0,0,41,79950,2020
2710,"West Haven-Sylvan CDP, Oregon",8505,728,6741,295,575,41,80025,2020
2711,"West Linn city, Oregon",26764,1586,23206,451,1500,41,80150,2020
2712,"Weston city, Oregon",586,81,538,0,3,41,80350,2020
2713,"Westport CDP, Oregon",329,0,320,9,0,41,80400,2020
2714,"West Scio CDP, Oregon",37,0,37,0,0,41,80750,2020
2715,"West Slope CDP, Oregon",6799,568,5818,94,178,41,80900,2020
2716,"Wheeler city, Oregon",382,0,366,0,0,41,81300,2020
2717,"White City CDP, Oregon",9506,3370,8525,12,72,41,81450,2020
2718,"Willamina city, Oregon",2425,328,2145,3,2,41,82350,2020
2719,"Williams CDP, Oregon",1379,7,1348,0,0,41,82450,2020
2720,"Wilsonville city, Oregon",24413,3185,19606,501,1083,41,82800,2020
2721,"Wimer CDP, Oregon",506,0,472,0,0,41,82850,2020
2722,"Winchester Bay CDP, Oregon",319,1,309,0,0,41,83050,2020
2723,"Winston city, Oregon",5444,895,4829,13,32,41,83400,2020
2724,"Woodburn city, Oregon",26008,14923,17546,153,274,41,83750,2020
2725,"Wood Village city, Oregon",4069,2270,3030,50,110,41,83950,2020
2726,"Yachats city, Oregon",602,60,523,0,1,41,84200,2020
2727,"Yamhill city, Oregon",1336,138,1173,0,11,41,84250,2020
2728,"Yoncalla city, Oregon",1166,28,1018,0,0,41,84600,2020
2729,"Adair Village city, Oregon",1107,148,846,21,53,41,00275,2020
2730,"Adams city, Oregon",569,6,506,0,6,41,00350,2020
2731,"Adrian city, Oregon",224,18,220,0,4,41,00500,2020
2732,"Albany city, Oregon",54442,7257,46966,221,1032,41,01000,2020
2733,"Aloha CDP, Oregon",53724,12896,35880,2228,5576,41,01650,2020
2734,"Alpine CDP, Oregon",215,36,200,0,0,41,01700,2020
2735,"Alsea CDP, Oregon",220,0,217,0,0,41,01800,2020
2736,"Altamont CDP, Oregon",18982,3552,15210,128,240,41,01850,2020
2737,"Amity city, Oregon",1557,190,1305,5,10,41,02000,2020
2738,"Annex CDP, Oregon",246,65,234,0,8,41,02200,2020
2739,"Antelope city, Oregon",143,0,124,0,0,41,02250,2020
2740,"Arlington city, Oregon",445,42,387,0,9,41,02800,2020
2741,"Ashland city, Oregon",21138,2071,19222,220,447,41,03050,2020
2742,"Astoria city, Oregon",9929,1523,8625,40,104,41,03150,2020
2743,"Athena city, Oregon",1263,70,1181,14,0,41,03200,2020
2744,"Aumsville city, Oregon",4145,385,3704,0,7,41,03250,2020
2745,"Aurora city, Oregon",922,58,873,7,8,41,03300,2020
2746,"Baker City city, Oregon",9786,472,8988,138,14,41,03650,2020
2747,"Bandon city, Oregon",3122,69,2781,22,5,41,03800,2020
2748,"Banks city, Oregon",1897,292,1541,11,46,41,03850,2020
2749,"Barlow city, Oregon",185,17,168,0,0,41,04000,2020
2750,"Barnesdale CDP, Oregon",188,0,180,0,0,41,04125,2020
2751,"Barview CDP, Oregon",1704,90,1525,8,98,41,04400,2020
2752,"Bay City city, Oregon",2190,194,2034,0,15,41,04800,2020
2753,"Bayshore CDP, Oregon",948,150,887,0,0,41,04850,2020
2754,"Bayside Gardens CDP, Oregon",1104,5,1088,0,0,41,04925,2020
2755,"Beatty CDP, Oregon",43,0,0,0,0,41,05150,2020
2756,"Beaver CDP, Oregon",121,0,121,0,0,41,05200,2020
2757,"Beavercreek CDP, Oregon",4105,109,3836,16,113,41,05250,2020
2758,"Beaver Marsh CDP, Oregon",160,8,152,0,0,41,05300,2020
2759,"Beaverton city, Oregon",98567,16066,71033,2171,13049,41,05350,2020
2760,"Bellfountain CDP, Oregon",8,0,8,0,0,41,05700,2020
2761,"Bend city, Oregon",97032,8639,88579,631,1718,41,05800,2020
2762,"Bethany CDP, Oregon",28047,1320,14723,705,10706,41,05950,2020
2763,"Biggs Junction CDP, Oregon",0,0,0,0,0,41,06400,2020
2764,"Black Butte Ranch CDP, Oregon",212,0,212,0,0,41,06650,2020
2765,"Blodgett CDP, Oregon",0,0,0,0,0,41,06950,2020
2766,"Bly CDP, Oregon",126,0,91,0,0,41,07150,2020
2767,"Boardman city, Oregon",3529,2520,2569,0,62,41,07200,2020
2768,"Bonanza town, Oregon",475,95,450,0,0,41,07300,2020
2769,"Boring CDP, Oregon",1977,79,1753,0,98,41,07550,2020
2770,"Brogan CDP, Oregon",21,0,21,0,0,41,08600,2020
2771,"Brookings city, Oregon",6475,423,5954,21,38,41,08650,2020
2772,"Brooks CDP, Oregon",621,233,514,0,5,41,08750,2020
2773,"Brownsville city, Oregon",2139,77,1981,0,0,41,09050,2020
2774,"Bull Mountain CDP, Oregon",9732,590,8300,330,665,41,09535,2020
2775,"Bunker Hill CDP, Oregon",2244,323,1481,0,0,41,09600,2020
2776,"Burns city, Oregon",2766,154,2679,8,0,41,09800,2020
2777,"Butte Falls town, Oregon",437,60,389,0,5,41,10050,2020
2778,"Butteville CDP, Oregon",317,1,309,0,0,41,10100,2020
2779,"Camp Sherman CDP, Oregon",327,91,312,0,0,41,10550,2020
2780,"Canby city, Oregon",17860,3215,15542,62,315,41,10750,2020
2781,"Cannon Beach city, Oregon",1554,307,1180,8,52,41,10850,2020
2782,"Canyon City town, Oregon",807,27,745,0,8,41,10950,2020
2783,"Canyonville city, Oregon",1812,118,1606,1,6,41,11000,2020
2784,"Cape Meares CDP, Oregon",93,0,93,0,0,41,11050,2020
2785,"Carlton city, Oregon",2135,178,1835,0,64,41,11150,2020
2786,"Cascade Locks city, Oregon",1509,178,1364,28,64,41,11600,2020
2787,"Cascadia CDP, Oregon",107,0,106,0,0,41,11700,2020
2788,"Cave Junction city, Oregon",2153,203,2046,50,49,41,11850,2020
2789,"Cayuse CDP, Oregon",61,0,42,0,0,41,11900,2020
2790,"Cedar Hills CDP, Oregon",9514,2175,7354,465,525,41,12050,2020
2791,"Cedar Mill CDP, Oregon",18661,985,13632,345,3360,41,12150,2020
2792,"Central Point city, Oregon",18648,2780,16952,165,142,41,12400,2020
2793,"Chemult CDP, Oregon",171,0,171,0,0,41,12750,2020
2794,"Chenoweth CDP, Oregon",1703,309,1519,0,0,41,12800,2020
2795,"Cherry Grove CDP, Oregon",506,86,427,0,13,41,12850,2020
2796,"Cheshire CDP, Oregon",167,1,166,0,0,41,13000,2020
2797,"Chiloquin city, Oregon",710,107,350,0,4,41,13050,2020
2798,"Clatskanie city, Oregon",2189,167,1887,73,15,41,13750,2020
2799,"Cloverdale CDP, Oregon",146,25,145,0,0,41,14200,2020
2800,"Coburg city, Oregon",1384,67,1273,0,31,41,14400,2020
2801,"Columbia City city, Oregon",1770,196,1599,48,35,41,14750,2020
2802,"Condon city, Oregon",764,26,703,0,9,41,15000,2020
2803,"Coos Bay city, Oregon",16326,1337,14201,115,249,41,15250,2020
2804,"Coquille city, Oregon",3925,169,3696,0,0,41,15350,2020
2805,"Cornelius city, Oregon",12767,6069,8162,175,326,41,15550,2020
2806,"Corvallis city, Oregon",58612,4747,47039,765,5942,41,15800,2020
2807,"Cottage Grove city, Oregon",10302,1000,8966,129,119,41,15950,2020
2808,"Cove city, Oregon",735,32,678,3,1,41,16250,2020
2809,"Crabtree CDP, Oregon",443,0,426,0,0,41,16350,2020
2810,"Crane CDP, Oregon",98,36,94,0,0,41,16450,2020
2811,"Crawfordsville CDP, Oregon",441,39,439,0,0,41,16650,2020
2812,"Crescent CDP, Oregon",358,0,354,0,0,41,16750,2020
2813,"Crescent Lake CDP, Oregon",0,0,0,0,0,41,16800,2020
2814,"Creswell city, Oregon",5445,369,4867,0,10,41,16950,2020
2815,"Crooked River Ranch CDP, Oregon",4639,194,4414,9,16,41,16975,2020
2816,"Culver city, Oregon",2019,1099,1407,8,11,41,17300,2020
2817,"Dallas city, Oregon",16612,561,15569,22,53,41,17700,2020
2818,"Damascus CDP, Oregon",10973,957,9740,3,554,41,17800,2020
2819,"Days Creek CDP, Oregon",301,0,275,0,0,41,18150,2020
2820,"Dayton city, Oregon",2726,773,2360,11,0,41,18250,2020
2821,"Dayville town, Oregon",162,0,156,0,0,41,18300,2020
2822,"Deer Island CDP, Oregon",105,0,91,0,0,41,18450,2020
2823,"Depoe Bay city, Oregon",1686,63,1634,0,15,41,18850,2020
2824,"Deschutes River Woods CDP, Oregon",6305,442,5687,17,41,41,19020,2020
2825,"Detroit city, Oregon",72,0,68,0,0,41,19100,2020
2826,"Dexter CDP, Oregon",815,0,815,0,0,41,19250,2020
2827,"Dillard CDP, Oregon",525,0,525,0,0,41,19600,2020
2828,"Dilley CDP, Oregon",172,0,172,0,0,41,19650,2020
2829,"Donald city, Oregon",1465,442,1077,38,40,41,20100,2020
2830,"Drain city, Oregon",955,28,888,0,0,41,20500,2020
2831,"Dufur city, Oregon",822,63,735,0,0,41,20900,2020
2832,"Dundee city, Oregon",3296,540,2982,0,31,41,21050,2020
2833,"Dunes City city, Oregon",1208,63,1096,0,37,41,21150,2020
2834,"Dunthorpe CDP, Oregon",1690,16,1510,0,65,41,21215,2020
2835,"Durham city, Oregon",1764,378,1331,34,92,41,21250,2020
2836,"Eagle Crest CDP, Oregon",2857,42,2779,47,0,41,21450,2020
2837,"Echo city, Oregon",577,16,531,0,11,41,22200,2020
2838,"Elgin city, Oregon",1542,54,1495,13,1,41,22550,2020
2839,"Elkton city, Oregon",162,0,146,0,0,41,22800,2020
2840,"Elmira CDP, Oregon",721,27,721,0,0,41,23000,2020
2841,"Enterprise city, Oregon",2181,115,2040,41,7,41,23500,2020
2842,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2020
2843,"Estacada city, Oregon",3642,28,3469,1,22,41,23800,2020
2844,"Eugene city, Oregon",170457,17698,140165,2437,7559,41,23850,2020
2845,"Fair Oaks CDP, Oregon",132,5,132,0,0,41,24100,2020
2846,"Fairview city, Oregon",9382,1590,7215,899,231,41,24250,2020
2847,"Fairview CDP, Oregon",594,231,559,0,20,41,24300,2020
2848,"Falcon Heights CDP, Oregon",642,13,500,7,94,41,24350,2020
2849,"Falls City city, Oregon",1496,241,1188,10,87,41,24550,2020
2850,"Florence city, Oregon",9037,500,8218,89,177,41,26050,2020
2851,"Foots Creek CDP, Oregon",796,0,754,0,0,41,26165,2020
2852,"Forest Grove city, Oregon",24847,5916,20281,256,650,41,26200,2020
2853,"Fort Hill CDP, Oregon",101,0,30,0,0,41,26400,2020
2854,"Fort Klamath CDP, Oregon",31,0,31,0,0,41,26450,2020
2855,"Fossil city, Oregon",422,45,391,0,0,41,26650,2020
2856,"Four Corners CDP, Oregon",16491,7098,11221,163,611,41,26750,2020
2857,"Garden Home-Whitford CDP, Oregon",7295,185,6283,59,349,41,27825,2020
2858,"Gardiner CDP, Oregon",466,61,466,0,0,41,27850,2020
2859,"Garibaldi city, Oregon",672,17,633,1,29,41,28000,2020
2860,"Gaston city, Oregon",526,18,497,0,0,41,28100,2020
2861,"Gates city, Oregon",611,13,453,17,12,41,28200,2020
2862,"Gearhart city, Oregon",1881,86,1750,0,31,41,28450,2020
2863,"Gervais city, Oregon",2726,2295,1577,0,7,41,28650,2020
2864,"Gilchrist CDP, Oregon",163,0,163,0,0,41,28800,2020
2865,"Gladstone city, Oregon",12316,1514,10154,143,302,41,29000,2020
2866,"Glasgow CDP, Oregon",964,0,957,0,0,41,29100,2020
2867,"Glendale city, Oregon",821,65,773,0,0,41,29350,2020
2868,"Glide CDP, Oregon",1287,36,1210,0,0,41,29750,2020
2869,"Gold Beach city, Oregon",2348,288,2011,0,5,41,29900,2020
2870,"Gold Hill city, Oregon",1199,94,1050,0,18,41,29950,2020
2871,"Gopher Flats CDP, Oregon",327,0,264,0,5,41,30165,2020
2872,"Government Camp CDP, Oregon",96,0,96,0,0,41,30250,2020
2873,"Grand Ronde CDP, Oregon",1479,64,751,6,27,41,30300,2020
2874,"Granite city, Oregon",23,0,23,0,0,41,30500,2020
2875,"Grants Pass city, Oregon",37938,3918,34218,298,354,41,30550,2020
2876,"Grass Valley city, Oregon",243,7,232,1,0,41,30650,2020
2877,"Eagle Point city, Oregon",9316,551,9029,175,0,41,21550,2020
2878,"Green CDP, Oregon",8149,626,7640,33,15,41,30750,2020
2879,"Greenhorn city, Oregon",0,0,0,0,0,41,31050,2020
2880,"Green Meadows CDP, Oregon",515,0,392,0,0,41,31115,2020
2881,"Gresham city, Oregon",110456,24018,85565,4395,4842,41,31250,2020
2882,"Haines city, Oregon",267,0,251,0,4,41,31600,2020
2883,"Halfway city, Oregon",303,5,278,4,0,41,31650,2020
2884,"Halsey city, Oregon",1139,41,1075,0,5,41,31750,2020
2885,"Happy Valley city, Oregon",22049,956,15338,202,4368,41,32050,2020
2886,"Harbor CDP, Oregon",2071,71,1864,4,0,41,32100,2020
2887,"Harper CDP, Oregon",104,4,103,0,0,41,32400,2020
2888,"Harrisburg city, Oregon",3852,286,3352,20,0,41,32550,2020
2889,"Hayesville CDP, Oregon",22189,10766,15052,757,474,41,32850,2020
2890,"Hebo CDP, Oregon",130,0,130,0,0,41,33100,2020
2891,"Heceta Beach CDP, Oregon",1708,36,1652,33,7,41,33150,2020
2892,"Helix city, Oregon",284,40,173,0,3,41,33250,2020
2893,"Heppner city, Oregon",1290,97,1209,29,0,41,33550,2020
2894,"Hermiston city, Oregon",17512,9162,13815,59,28,41,33700,2020
2895,"Hillsboro city, Oregon",108026,26339,72097,2857,13143,41,34100,2020
2896,"Hines city, Oregon",1586,63,1483,0,0,41,34250,2020
2897,"Holley CDP, Oregon",368,9,334,9,0,41,34650,2020
2898,"Hood River city, Oregon",7745,1909,6434,94,104,41,34900,2020
2899,"Hubbard city, Oregon",3527,1540,2790,8,42,41,35450,2020
2900,"Huntington city, Oregon",454,2,427,0,4,41,35700,2020
2901,"Idanha city, Oregon",122,8,112,0,0,41,35800,2020
2902,"Idaville CDP, Oregon",292,44,236,0,0,41,35850,2020
2903,"Imbler city, Oregon",336,1,333,0,1,41,36050,2020
2904,"Independence city, Oregon",10178,4485,7990,36,28,41,36150,2020
2905,"Ione city, Oregon",410,78,378,0,0,41,36400,2020
2906,"Irrigon city, Oregon",1904,823,1459,0,30,41,36500,2020
2907,"Island City city, Oregon",1108,19,1022,0,21,41,36750,2020
2908,"Jacksonville city, Oregon",2883,72,2690,56,47,41,37000,2020
2909,"Jasper CDP, Oregon",427,1,422,3,0,41,37150,2020
2910,"Jeffers Gardens CDP, Oregon",312,16,284,0,12,41,37202,2020
2911,"Jefferson city, Oregon",3348,789,2788,17,6,41,37250,2020
2912,"Jennings Lodge CDP, Oregon",8500,839,7325,208,341,41,37400,2020
2913,"John Day city, Oregon",1740,65,1604,0,32,41,37550,2020
2914,"Johnson City city, Oregon",539,67,448,14,1,41,37650,2020
2915,"Jordan Valley city, Oregon",160,7,159,0,0,41,37850,2020
2916,"Joseph city, Oregon",1092,0,1064,4,4,41,37900,2020
2917,"Junction City city, Oregon",6140,818,5528,13,0,41,38000,2020
2918,"Juniper Canyon CDP, Oregon",2402,33,2245,0,16,41,38075,2020
2919,"Juntura CDP, Oregon",28,0,28,0,0,41,38150,2020
2920,"Keizer city, Oregon",39408,9077,32252,107,437,41,38500,2020
2921,"Keno CDP, Oregon",2010,0,1790,0,108,41,38750,2020
2922,"Kerby CDP, Oregon",282,0,282,0,0,41,38900,2020
2923,"King City city, Oregon",4345,489,3770,182,55,41,39150,2020
2924,"Kings Valley CDP, Oregon",194,0,194,0,0,41,39350,2020
2925,"Kirkpatrick CDP, Oregon",223,17,123,0,0,41,39566,2020
2926,"Klamath Falls city, Oregon",21509,3014,18294,221,124,41,39700,2020
2927,"Knappa CDP, Oregon",1033,6,1027,0,0,41,39850,2020
2928,"Labish Village CDP, Oregon",491,323,406,0,0,41,40050,2020
2929,"Lacomb CDP, Oregon",581,0,581,0,0,41,40150,2020
2930,"Lafayette city, Oregon",4222,1169,3678,0,14,41,40300,2020
2931,"La Grande city, Oregon",13380,894,12020,89,158,41,40350,2020
