,NAME,B19013_001E,state,place,year
8576,"Lancaster city, Texas",51628,48,41212,2017
8577,"Seagoville city, Texas",45981,48,66428,2017
8578,"Menard city, Texas",40568,48,47628,2017
8579,"Point Comfort city, Texas",62143,48,58568,2017
8580,"Lyford city, Texas",24948,48,45228,2017
8581,"Ranchette Estates CDP, Texas",46150,48,60458,2017
8582,"Mission Bend CDP, Texas",62580,48,48772,2017
8583,"Missouri City city, Texas",88896,48,48804,2017
8584,"Nassau Bay city, Texas",73103,48,50376,2017
8585,"Piney Point Village city, Texas",250001,48,57800,2017
8586,"Shoreacres city, Texas",104167,48,67688,2017
8587,"Llano city, Texas",41654,48,43144,2017
8588,"Harper CDP, Texas",42037,48,32456,2017
8589,"Estelline town, Texas",43750,48,24636,2017
8590,"Patton Village city, Texas",46667,48,56156,2017
8591,"Webberville village, Texas",66250,48,76924,2017
8592,"Westworth Village city, Texas",58094,48,78076,2017
8593,"Bartonville town, Texas",139250,48,05768,2017
8594,"Annetta North town, Texas",126667,48,03340,2017
8595,"Pleasanton city, Texas",59853,48,58280,2017
8596,"Fairchilds village, Texas",62639,48,25068,2017
8597,"Sour Lake city, Texas",51250,48,68828,2017
8598,"Quitman city, Texas",45821,48,60188,2017
8599,"Midway South CDP, Texas",28995,48,48280,2017
8600,"Kempner city, Texas",50658,48,38800,2017
8601,"Payne Springs town, Texas",44107,48,56276,2017
8602,"Taft Southwest CDP, Texas",-666666666,48,71696,2017
8603,"Spade CDP, Texas",-666666666,48,69380,2017
8604,"Woodville town, Texas",41163,48,80212,2017
8605,"Airport Road Addition CDP, Texas",80938,48,01514,2017
8606,"Eureka city, Texas",65833,48,24816,2017
8607,"Joaquin city, Texas",37167,48,37684,2017
8608,"Refugio town, Texas",49125,48,61436,2017
8609,"Cantu Addition CDP, Texas",43917,48,12502,2017
8610,"Red Oak city, Texas",72788,48,61196,2017
8611,"Toyah town, Texas",-666666666,48,73496,2017
8612,"Kermit city, Texas",47903,48,39004,2017
8613,"Regino Ramirez CDP, Texas",2499,48,61454,2017
8614,"Ricardo CDP, Texas",60536,48,61724,2017
8615,"Rivereno CDP, Texas",-666666666,48,62318,2017
8616,"Riviera CDP, Texas",51500,48,62468,2017
8617,"Rosharon CDP, Texas",54375,48,63332,2017
8618,"Rosita CDP, Texas",28320,48,63350,2017
8619,"Salineño North CDP, Texas",-666666666,48,64322,2017
8620,"Sammy Martinez CDP, Texas",-666666666,48,64442,2017
8621,"Sam Rayburn CDP, Texas",78125,48,64460,2017
8622,"San Carlos I CDP, Texas",-666666666,48,65049,2017
8623,"San Carlos II CDP, Texas",-666666666,48,65050,2017
8624,"Sandoval CDP, Texas",-666666666,48,65210,2017
8625,"Sand Springs CDP, Texas",47155,48,65240,2017
8626,"San Fernando CDP, Texas",2499,48,65378,2017
8627,"San Juan CDP, Texas",27500,48,65532,2017
8628,"Santa Anna CDP, Texas",-666666666,48,65678,2017
8629,"Santa Rosa CDP, Texas",23516,48,65774,2017
8630,"Santel CDP, Texas",-666666666,48,65777,2017
8631,"Sarita CDP, Texas",23958,48,65876,2017
8632,"Savannah CDP, Texas",101635,48,66000,2017
8633,"Seco Mines CDP, Texas",-666666666,48,66536,2017
8634,"Shadybrook CDP, Texas",29337,48,67010,2017
8635,"Sherwood Shores CDP, Texas",44375,48,67554,2017
8636,"Siesta Acres CDP, Texas",30094,48,67775,2017
8637,"South La Paloma CDP, Texas",-666666666,48,69072,2017
8638,"Spring Gardens CDP, Texas",64464,48,69708,2017
8639,"Staples city, Texas",51500,48,70052,2017
8640,"Study Butte CDP, Texas",33125,48,70688,2017
8641,"Sunset CDP (Montague County), Texas",72926,48,71264,2017
8642,"Sunset CDP (Starr County), Texas",-666666666,48,71274,2017
8643,"Sunset Acres CDP, Texas",-666666666,48,71289,2017
8644,"Tanquecitos South Acres CDP, Texas",48750,48,71820,2017
8645,"Tanquecitos South Acres II CDP, Texas",-666666666,48,71824,2017
8646,"Terlingua CDP, Texas",94750,48,72248,2017
8647,"Thompsonville CDP, Texas",-666666666,48,72758,2017
8648,"Thunderbird Bay CDP, Texas",30735,48,72902,2017
8649,"Tierra Dorada CDP, Texas",-666666666,48,72950,2017
8650,"Tierra Verde CDP, Texas",66481,48,72954,2017
8651,"Tilden CDP, Texas",72500,48,72992,2017
8652,"Tivoli CDP, Texas",42986,48,73148,2017
8653,"Travis Ranch CDP, Texas",98399,48,73562,2017
8654,"Valle Hermoso CDP, Texas",-666666666,48,74667,2017
8655,"Valle Verde CDP, Texas",-666666666,48,74668,2017
8656,"Valle Vista CDP, Texas",-666666666,48,74670,2017
8657,"Valley View city, Texas",65982,48,74756,2017
8658,"Victoria Vera CDP, Texas",-666666666,48,75432,2017
8659,"Villarreal CDP, Texas",-666666666,48,75617,2017
8660,"Warren CDP, Texas",69716,48,76564,2017
8661,"Welch CDP, Texas",67188,48,77080,2017
8662,"West Alto Bonito CDP, Texas",24663,48,77336,2017
8663,"Western Lake CDP, Texas",44844,48,77490,2017
8664,"Westminster CDP, Texas",-666666666,48,77680,2017
8665,"Westwood Shores CDP, Texas",49474,48,78040,2017
8666,"Wildwood CDP, Texas",62292,48,79204,2017
8667,"Zarate CDP, Texas",-666666666,48,80724,2017
8668,"César Chávez CDP, Texas",53022,48,14038,2017
8669,"Coyote Flats city, Texas",50000,48,17429,2017
8670,"Providence Village town, Texas",88662,48,59748,2017
8671,"Sandy Point city, Texas",63750,48,65345,2017
8672,"San Saba city, Texas",27639,48,65648,2017
8673,"Abram CDP, Texas",29100,48,01060,2017
8674,"Aguilares CDP, Texas",-666666666,48,01420,2017
8675,"Sanderson CDP, Texas",24450,48,65084,2017
8676,"Reklaw city, Texas",37083,48,61508,2017
8677,"Cushing city, Texas",44375,48,18224,2017
8678,"Dickinson city, Texas",68750,48,20344,2017
8679,"Pearsall city, Texas",41701,48,56384,2017
8680,"Evant town, Texas",40179,48,24864,2017
8681,"Andrews city, Texas",70578,48,03216,2017
8682,"Groom town, Texas",70938,48,31292,2017
8683,"Skellytown town, Texas",46625,48,68120,2017
8684,"Wells town, Texas",27981,48,77176,2017
8685,"Bartlett city, Texas",36563,48,05732,2017
8686,"Granger city, Texas",41953,48,30548,2017
8687,"Taylor city, Texas",47839,48,71948,2017
8688,"Cibolo city, Texas",92773,48,14920,2017
8689,"St. Hedwig town, Texas",77386,48,64172,2017
8690,"Scenic Oaks CDP, Texas",133293,48,66089,2017
8691,"Mount Enterprise city, Texas",48000,48,49728,2017
8692,"Amherst city, Texas",46771,48,03084,2017
8693,"Megargel town, Texas",50208,48,47460,2017
8694,"Flowella CDP, Texas",-666666666,48,26220,2017
8695,"La Ward city, Texas",64500,48,41848,2017
8696,"Sanford town, Texas",50313,48,65384,2017
8697,"Vanderbilt CDP, Texas",61650,48,74984,2017
8698,"Richland Hills city, Texas",54961,48,61844,2017
8699,"Alpine city, Texas",37402,48,02104,2017
8700,"Edmonson town, Texas",97625,48,22708,2017
8701,"Chillicothe city, Texas",49853,48,14680,2017
8702,"Wyldwood CDP, Texas",58668,48,80350,2017
8703,"Tuscola city, Texas",53625,48,74048,2017
8704,"Bigfoot CDP, Texas",-666666666,48,08164,2017
8705,"Seagraves city, Texas",45972,48,66440,2017
8706,"Seminole city, Texas",49844,48,66764,2017
8707,"Waelder city, Texas",38162,48,76024,2017
8708,"Matador town, Texas",40625,48,47004,2017
8709,"Thrall city, Texas",65000,48,72824,2017
8710,"Camp Wood city, Texas",30550,48,12388,2017
8711,"Hill Country Village city, Texas",235208,48,33968,2017
8712,"Kirby city, Texas",37781,48,39448,2017
8713,"Lackland AFB CDP, Texas",73859,48,40036,2017
8714,"Santa Anna town, Texas",25662,48,65672,2017
8715,"Haltom City city, Texas",46618,48,31928,2017
8716,"Balcones Heights city, Texas",30883,48,05384,2017
8717,"Castle Hills city, Texas",90172,48,13276,2017
8718,"Grey Forest city, Texas",66111,48,31100,2017
8719,"Windcrest city, Texas",81439,48,79672,2017
8720,"Coldspring city, Texas",40179,48,15892,2017
8721,"Garceno CDP, Texas",-666666666,48,28128,2017
8722,"New Boston city, Texas",40675,48,50808,2017
8723,"El Lago city, Texas",95750,48,23164,2017
8724,"Rio Hondo city, Texas",36696,48,62180,2017
8725,"Olney city, Texas",45868,48,54000,2017
8726,"Lozano CDP, Texas",-666666666,48,44344,2017
8727,"Primera town, Texas",51818,48,59540,2017
8728,"Rancho Viejo town, Texas",54726,48,60544,2017
8729,"Villa Pancho CDP, Texas",20331,48,75614,2017
8730,"Liberty city, Texas",52199,48,42568,2017
8731,"Plum Grove city, Texas",41875,48,58448,2017
8732,"Gunter city, Texas",64722,48,31616,2017
8733,"Big Sandy town, Texas",36000,48,08224,2017
8734,"Nevada city, Texas",80972,48,50760,2017
8735,"Princeton city, Texas",57374,48,59576,2017
8736,"Nacogdoches city, Texas",34327,48,50256,2017
8737,"Lakeshore Gardens-Hidden Acres CDP, Texas",73182,48,40714,2017
8738,"Poteet city, Texas",35694,48,59084,2018
8739,"San Marcos city, Texas",37593,48,65600,2018
8740,"Fair Oaks Ranch city, Texas",125806,48,25168,2018
8741,"Vernon city, Texas",45515,48,75308,2018
8742,"Lucas city, Texas",173750,48,45012,2018
8743,"Channing city, Texas",46691,48,14260,2018
8744,"Fayetteville city, Texas",40179,48,25644,2018
8745,"Tye city, Texas",41641,48,74132,2018
8746,"Bellevue city, Texas",47500,48,07396,2018
8747,"Goodrich city, Texas",45893,48,30224,2018
8748,"Dumas city, Texas",52495,48,21556,2018
8749,"Cove city, Texas",85625,48,17336,2018
8750,"Camp Swift CDP, Texas",45982,48,12334,2018
8751,"Ropesville city, Texas",52917,48,63140,2018
8752,"Kingsland CDP, Texas",41935,48,39304,2018
8753,"Archer City city, Texas",36296,48,03696,2018
8754,"Talco city, Texas",29375,48,71732,2018
8755,"Lindsay CDP, Texas",47986,48,42874,2018
8756,"Friendswood city, Texas",104097,48,27648,2018
8757,"Pecan Hill city, Texas",75000,48,56485,2018
8758,"Bear Creek village, Texas",120313,48,06242,2018
8759,"Timberwood Park CDP, Texas",108516,48,73057,2018
8760,"Mesquite city, Texas",56074,48,47892,2018
8761,"Lewisville city, Texas",63056,48,42508,2018
8762,"Whiteface town, Texas",51667,48,78328,2018
8763,"Grapeland city, Texas",27891,48,30632,2018
8764,"César Chávez CDP, Texas",58322,48,14038,2018
8765,"Coyote Flats city, Texas",51250,48,17429,2018
8766,"Childress city, Texas",39257,48,14668,2018
8767,"Van city, Texas",52917,48,74912,2018
8768,"Lovelady city, Texas",-666666666,48,44260,2018
8769,"Winfield city, Texas",45938,48,79720,2018
8770,"Laughlin AFB CDP, Texas",60893,48,41704,2018
8771,"Blossom city, Texas",44398,48,08812,2018
8772,"Paris city, Texas",33824,48,55080,2018
8773,"Amarillo city, Texas",52543,48,03000,2018
8774,"Lockney town, Texas",45909,48,43252,2018
8775,"Falls City city, Texas",80950,48,25392,2018
8776,"Grand Prairie city, Texas",65249,48,30464,2018
8777,"Tira town, Texas",59375,48,73124,2018
8778,"Kirbyville city, Texas",23977,48,39460,2018
8779,"Manor city, Texas",63568,48,46440,2018
8780,"Anson city, Texas",43397,48,03372,2018
8781,"Round Rock city, Texas",80637,48,63500,2018
8782,"The Hills village, Texas",160000,48,72578,2018
8783,"Stamford city, Texas",34924,48,69980,2018
8784,"Bayou Vista city, Texas",97500,48,06060,2018
8785,"Dalhart city, Texas",55657,48,18524,2018
8786,"Robstown city, Texas",29218,48,62600,2018
8787,"Spofford city, Texas",31823,48,69560,2018
8788,"Coahoma town, Texas",54583,48,15700,2018
8789,"Jasper city, Texas",36703,48,37420,2018
8790,"San Leanna village, Texas",109000,48,65552,2018
8791,"Jonestown city, Texas",75766,48,38020,2018
8792,"Huntsville city, Texas",32137,48,35528,2018
8793,"Oak Ridge town (Cooke County), Texas",-666666666,48,53154,2018
8794,"Oak Grove town, Texas",90500,48,52902,2018
8795,"Hurst city, Texas",61509,48,35576,2018
8796,"Port Neches city, Texas",65625,48,58940,2018
8797,"Hudson Oaks city, Texas",111750,48,35254,2018
8798,"Onalaska city, Texas",34333,48,54048,2018
8799,"Briar CDP, Texas",61729,48,10192,2018
8800,"Big Wells city, Texas",24653,48,08260,2018
8801,"Sanger city, Texas",62606,48,65408,2018
8802,"Avinger town, Texas",46719,48,05084,2018
8803,"Forest Hill city, Texas",45114,48,26544,2018
8804,"Dayton city, Texas",50141,48,19432,2018
8805,"Laguna Heights CDP, Texas",24351,48,40300,2018
8806,"Highland Park town, Texas",207019,48,33824,2018
8807,"Sunnyvale town, Texas",137969,48,71156,2018
8808,"Abbott city, Texas",73750,48,00100,2018
8809,"Socorro city, Texas",34339,48,68636,2018
8810,"Sugar Land city, Texas",122233,48,70808,2018
8811,"Four Corners CDP, Texas",73289,48,27102,2018
8812,"Arcola city, Texas",44570,48,03708,2018
8813,"Sienna Plantation CDP, Texas",142030,48,67766,2018
8814,"Greenville city, Texas",40950,48,30920,2018
8815,"Marion city, Texas",41250,48,46692,2018
8816,"Anahuac city, Texas",42891,48,03144,2018
8817,"Santa Clara city, Texas",72083,48,65690,2018
8818,"Quinlan city, Texas",36875,48,60140,2018
8819,"Mineola city, Texas",40018,48,48648,2018
8820,"Winnie CDP, Texas",46560,48,79792,2018
8821,"Thompsons town, Texas",45938,48,72740,2018
8822,"Rose Hill Acres city, Texas",81042,48,63272,2018
8823,"Smyer town, Texas",59167,48,68504,2018
8824,"Campbell city, Texas",38750,48,12112,2018
8825,"Wolfe City city, Texas",41964,48,79948,2018
8826,"Llano Grande CDP, Texas",27306,48,43150,2018
8827,"Doffing CDP, Texas",30045,48,20734,2018
8828,"Lometa city, Texas",30000,48,43516,2018
8829,"Faysville CDP, Texas",-666666666,48,25656,2018
8830,"San Carlos CDP, Texas",28026,48,65048,2018
8831,"Scissors CDP, Texas",18915,48,66248,2018
8832,"Edcouch city, Texas",32000,48,22528,2018
8833,"Cottonwood Shores city, Texas",54722,48,17208,2018
8834,"Wellman city, Texas",60417,48,77164,2018
8835,"Meadowlakes city, Texas",87321,48,47330,2018
8836,"Brownsboro city, Texas",53162,48,10756,2018
8837,"Malakoff city, Texas",29350,48,46224,2018
8838,"Granjeno city, Texas",56250,48,30608,2018
8839,"Star Harbor city, Texas",69375,48,70076,2018
8840,"Westover Hills town, Texas",228750,48,77788,2018
8841,"Barrett CDP, Texas",46213,48,05696,2018
8842,"Galena Park city, Texas",45020,48,27996,2018
8843,"Hallettsville city, Texas",39919,48,31868,2018
8844,"Hilshire Village city, Texas",166528,48,34148,2018
8845,"Siesta Shores CDP, Texas",22650,48,67778,2018
8846,"Bunker Hill Village city, Texas",250001,48,11300,2018
8847,"Katy city, Texas",77731,48,38476,2018
8848,"Sansom Park city, Texas",53670,48,65660,2018
8849,"Crosby CDP, Texas",40817,48,17756,2018
8850,"Trophy Club town, Texas",142483,48,73710,2018
8851,"Wallis city, Texas",43875,48,76240,2018
8852,"Sparks CDP, Texas",23173,48,69432,2018
8853,"Brushy Creek CDP, Texas",108002,48,10897,2018
8854,"Alvin city, Texas",53714,48,02272,2018
8855,"Brownfield city, Texas",41197,48,10720,2018
8856,"Beasley city, Texas",52500,48,06272,2018
8857,"Weston Lakes city, Texas",162038,48,77746,2018
8858,"Weir city, Texas",42188,48,77056,2018
8859,"Kountze city, Texas",51250,48,39868,2018
8860,"Eustace city, Texas",36563,48,24828,2018
8861,"Murchison city, Texas",37228,48,50076,2018
8862,"Yoakum city, Texas",40804,48,80560,2018
8863,"Texas City city, Texas",46008,48,72392,2018
8864,"Deweyville CDP, Texas",-666666666,48,20212,2018
8865,"Tornillo CDP, Texas",34757,48,73376,2018
8866,"Decatur city, Texas",55849,48,19528,2018
8867,"Fort Bliss CDP, Texas",53678,48,26664,2018
8868,"Macdona CDP, Texas",33277,48,45576,2018
8869,"McKinney Acres CDP, Texas",42454,48,45750,2018
8870,"Von Ormy city, Texas",41641,48,75764,2018
8871,"Los Corralitos CDP, Texas",-666666666,48,44079,2018
8872,"Los Ebanos CDP (Hidalgo County), Texas",-666666666,48,44104,2018
8873,"Los Huisaches CDP, Texas",-666666666,48,44123,2018
8874,"Los Nopalitos CDP, Texas",-666666666,48,44146,2018
8875,"Los Lobos CDP, Texas",-666666666,48,44142,2018
8876,"Los Veteranos I CDP, Texas",-666666666,48,44167,2018
8877,"Los Veteranos II CDP, Texas",-666666666,48,44168,2018
8878,"Spring Valley Village city, Texas",205100,48,69830,2018
8879,"Los Ebanos CDP (Starr County), Texas",-666666666,48,44110,2018
8880,"McDade CDP, Texas",65625,48,45564,2018
8881,"Iola city, Texas",58625,48,36068,2018
8882,"Los Fresnos CDP, Texas",-666666666,48,44120,2018
8883,"Los Minerales CDP, Texas",-666666666,48,44145,2018
8884,"Mentone CDP, Texas",100833,48,47676,2018
8885,"Moraida CDP, Texas",-666666666,48,49300,2018
8886,"Morgan Farm CDP, Texas",71094,48,49359,2018
8887,"Mikes CDP, Texas",-666666666,48,48318,2018
8888,"Matagorda CDP, Texas",37656,48,47016,2018
8889,"Mi Ranchito Estate CDP, Texas",-666666666,48,48750,2018
8890,"Mesquite CDP, Texas",-666666666,48,47898,2018
8891,"Montague CDP, Texas",45096,48,49032,2018
8892,"Manchaca CDP, Texas",75556,48,46308,2018
8893,"Manuel Garcia CDP, Texas",-666666666,48,46492,2018
8894,"Murillo CDP, Texas",31902,48,50092,2018
8895,"Miguel Barrera CDP, Texas",-666666666,48,48315,2018
8896,"Manuel Garcia II CDP, Texas",-666666666,48,46494,2018
8897,"Martinez CDP, Texas",-666666666,48,46854,2018
8898,"China Grove town, Texas",84250,48,14716,2018
8899,"Converse city, Texas",70726,48,16468,2018
8900,"Rio Bravo city, Texas",23929,48,62138,2018
8901,"Millsap town, Texas",54167,48,48564,2018
8902,"Hudson city, Texas",43067,48,35228,2018
8903,"Doolittle CDP, Texas",30616,48,20926,2018
8904,"Riverside city, Texas",50781,48,62408,2018
8905,"Clyde city, Texas",50250,48,15676,2018
8906,"Havana CDP, Texas",21397,48,32792,2018
8907,"La Joya city, Texas",28414,48,40384,2018
8908,"Flatonia town, Texas",53000,48,26028,2018
8909,"La Villa city, Texas",31123,48,41788,2018
8910,"Lavon city, Texas",86583,48,41800,2018
8911,"Little Elm city, Texas",95377,48,43012,2018
8912,"Double Oak town, Texas",151958,48,21028,2018
8913,"Kennedale city, Texas",75000,48,38896,2018
8914,"Lakewood Village city, Texas",107250,48,41050,2018
8915,"El Cenizo city, Texas",20417,48,22905,2018
8916,"Broaddus town, Texas",73750,48,10384,2018
8917,"Sonora city, Texas",62255,48,68756,2018
8918,"Elm Creek CDP, Texas",50025,48,23254,2018
8919,"La Chuparosa CDP, Texas",-666666666,48,40018,2018
8920,"La Coma CDP, Texas",-666666666,48,40100,2018
8921,"San Saba city, Texas",34583,48,65648,2018
8922,"Knollwood city, Texas",51563,48,39680,2018
8923,"La Carla CDP, Texas",154250,48,39994,2018
8924,"La Casita CDP, Texas",-666666666,48,40000,2018
8925,"Lake Cherokee CDP, Texas",66415,48,40468,2018
8926,"La Esperanza CDP, Texas",-666666666,48,40188,2018
8927,"Laguna Park CDP, Texas",51528,48,40312,2018
8928,"Lake Dunlap CDP, Texas",58438,48,40522,2018
8929,"Bailey's Prairie village, Texas",91406,48,05288,2018
8930,"McLendon-Chisholm city, Texas",131964,48,45804,2018
8931,"Industry city, Texas",54500,48,35984,2018
8932,"La Escondida CDP, Texas",-666666666,48,40186,2018
8933,"Lake Medina Shores CDP, Texas",34706,48,40674,2018
8934,"Bellville city, Texas",52632,48,07432,2018
8935,"Lake Bryan CDP, Texas",84605,48,40462,2018
8936,"Hearne city, Texas",56616,48,32972,2018
8937,"Bonney village, Texas",74375,48,09388,2018
8938,"Rice city, Texas",63625,48,61736,2018
8939,"League City city, Texas",104831,48,41980,2018
8940,"Iowa Colony village, Texas",77625,48,36092,2018
8941,"Royse City city, Texas",78200,48,63668,2018
8942,"Clute city, Texas",50955,48,15652,2018
8943,"Huxley city, Texas",49625,48,35636,2018
8944,"Jones Creek village, Texas",71188,48,37984,2018
8945,"Palisades village, Texas",59861,48,54726,2018
8946,"Nash city, Texas",40046,48,50352,2018
8947,"Oyster Creek city, Texas",42130,48,54528,2018
8948,"Channelview CDP, Texas",61685,48,14236,2018
8949,"Quintana town, Texas",136250,48,60164,2018
8950,"Surfside Beach city, Texas",55625,48,71384,2018
8951,"Brookside Village city, Texas",75234,48,10648,2018
8952,"Cameron city, Texas",39518,48,12040,2018
8953,"Terrell city, Texas",44563,48,72284,2018
8954,"Oak Leaf city, Texas",112333,48,53115,2018
8955,"Huntington city, Texas",32688,48,35492,2018
8956,"West Tawakoni city, Texas",36250,48,77896,2018
8957,"Celina city, Texas",112176,48,13684,2018
8958,"Throckmorton town, Texas",36944,48,72896,2018
8959,"Callisburg city, Texas",69500,48,11968,2018
8960,"Volente village, Texas",132500,48,75752,2018
8961,"Early city, Texas",51406,48,21904,2018
8962,"Corrigan town, Texas",32222,48,17036,2018
8963,"Scottsville city, Texas",48750,48,66332,2018
8964,"Waskom city, Texas",29844,48,76636,2018
8965,"Gainesville city, Texas",43340,48,27984,2018
8966,"West Livingston CDP, Texas",45543,48,77662,2018
8967,"Mabank town, Texas",41563,48,45324,2018
8968,"Ramireno CDP, Texas",-666666666,48,60380,2018
8969,"Pena CDP, Texas",-666666666,48,56644,2018
8970,"Perezville CDP, Texas",33098,48,56804,2018
8971,"Perrin CDP, Texas",28000,48,56864,2018
8972,"Pine Harbor CDP, Texas",18996,48,57566,2018
8973,"Placedo CDP, Texas",33289,48,57932,2018
8974,"Pueblo Nuevo CDP, Texas",31528,48,59798,2018
8975,"Ramirez-Perez CDP, Texas",-666666666,48,60408,2018
8976,"Pleasant Hill CDP, Texas",72404,48,58232,2018
8977,"Quail Creek CDP, Texas",65603,48,60026,2018
8978,"DISH town, Texas",113750,48,20540,2018
8979,"Port O'Connor CDP, Texas",53173,48,58952,2018
8980,"Quesada CDP, Texas",-666666666,48,60098,2018
8981,"Palo Pinto CDP, Texas",40250,48,54876,2018
8982,"Powderly CDP, Texas",61063,48,59156,2018
8983,"Rafael Pena CDP, Texas",-666666666,48,60290,2018
8984,"Preston CDP, Texas",36014,48,59420,2018
8985,"Pueblo East CDP, Texas",-666666666,48,59794,2018
8986,"Sullivan City city, Texas",27917,48,70868,2018
8987,"Villa Verde CDP, Texas",-666666666,48,75626,2018
8988,"Bertram city, Texas",57418,48,07864,2018
8989,"El Quiote CDP, Texas",-666666666,48,24013,2018
8990,"Talty town, Texas",126078,48,71756,2018
8991,"Point Venture village, Texas",84632,48,58586,2018
8992,"El Rancho Vela CDP, Texas",-666666666,48,24015,2018
8993,"Escobares city, Texas",21199,48,24552,2018
8994,"El Socio CDP, Texas",-666666666,48,24055,2018
8995,"Union Valley city, Texas",96563,48,74372,2018
8996,"Lopeño CDP, Texas",-666666666,48,43960,2018
8997,"Horseshoe Bay city, Texas",79391,48,34862,2018
8998,"Lindsay city, Texas",82778,48,42868,2018
8999,"Cut and Shoot city, Texas",61250,48,18260,2018
9000,"Encantada-Ranchito-El Calaboz CDP, Texas",-666666666,48,24223,2018
9001,"Salineño CDP, Texas",-666666666,48,64316,2018
9002,"Bedias city, Texas",51875,48,07144,2018
9003,"Lone Oak city, Texas",57625,48,43636,2018
9004,"Emerald Bay CDP, Texas",74470,48,24158,2018
9005,"Eugenio Saenz CDP, Texas",16278,48,24738,2018
9006,"Falconaire CDP, Texas",13125,48,25338,2018
9007,"Fernando Salinas CDP, Texas",-666666666,48,25744,2018
9008,"Evergreen CDP, Texas",-666666666,48,24894,2018
9009,"Falman CDP, Texas",-666666666,48,25397,2018
9010,"Fabrica CDP, Texas",31673,48,25038,2018
9011,"Fort Clark Springs CDP, Texas",28191,48,26680,2018
9012,"Flor del Rio CDP, Texas",-666666666,48,26130,2018
9013,"Fannett CDP, Texas",62450,48,25404,2018
9014,"McQueeney CDP, Texas",54813,48,45948,2018
9015,"Seguin city, Texas",48782,48,66644,2018
9016,"Fresno CDP, Texas",74570,48,27540,2018
9017,"Rosenberg city, Texas",50867,48,63284,2018
9018,"Old River-Winfree city, Texas",45114,48,53824,2018
9019,"Lumberton city, Texas",71754,48,45120,2018
9020,"Opdyke West town, Texas",38393,48,54075,2018
9021,"Sundown city, Texas",51813,48,71060,2018
9022,"Centerville city, Texas",34167,48,13900,2018
9023,"Leona city, Texas",66500,48,42340,2018
9024,"Hawkins city, Texas",41375,48,32816,2018
9025,"Lufkin city, Texas",43803,48,45072,2018
9026,"El Campo city, Texas",50526,48,22864,2018
9027,"Blanket town, Texas",38333,48,08596,2018
9028,"Brownwood city, Texas",39139,48,10780,2018
9029,"Anacua CDP, Texas",-666666666,48,03126,2018
9030,"Arroyo Gardens CDP, Texas",14517,48,04176,2018
9031,"Bluetown CDP, Texas",28092,48,08908,2018
9032,"Banquete CDP, Texas",36625,48,05576,2018
9033,"Bee Cave city, Texas",97333,48,07156,2018
9034,"Big Thicket Lake Estates CDP, Texas",31324,48,08240,2018
9035,"Boling CDP, Texas",36115,48,09232,2018
9036,"Buchanan Lake Village CDP, Texas",42143,48,10990,2018
9037,"Buena Vista CDP, Texas",-666666666,48,11102,2018
9038,"Tahoka city, Texas",32727,48,71708,2018
9039,"Wilson city, Texas",44318,48,79612,2018
9040,"Orange city, Texas",44324,48,54132,2018
9041,"Pinehurst city, Texas",49129,48,57608,2018
9042,"Mingus city, Texas",-666666666,48,48720,2018
9043,"Stratford city, Texas",54595,48,70544,2018
9044,"Groveton city, Texas",32656,48,31340,2018
9045,"Liberty Hill city, Texas",70250,48,42664,2018
9046,"Falcon Mesa CDP, Texas",-666666666,48,25352,2018
9047,"Zapata CDP, Texas",33566,48,80716,2018
9048,"Florence city, Texas",40859,48,26136,2018
9049,"Elmendorf city, Texas",47188,48,23272,2018
9050,"Helotes city, Texas",131379,48,33146,2018
9051,"Hollywood Park town, Texas",112083,48,34628,2018
9052,"Leon Valley city, Texas",59029,48,42388,2018
9053,"Olmos Park city, Texas",167667,48,53988,2018
9054,"Somerset city, Texas",47604,48,68708,2018
9055,"Henderson city, Texas",43438,48,33212,2018
9056,"New London city, Texas",49844,48,51168,2018
9057,"Murphy city, Texas",132589,48,50100,2018
9058,"East Mountain city, Texas",69375,48,22168,2018
9059,"Weston city, Texas",85000,48,77740,2018
9060,"Gilmer city, Texas",35560,48,29564,2018
9061,"Shamrock city, Texas",37685,48,67160,2018
9062,"Bowie city, Texas",46182,48,09640,2018
9063,"St. Jo city, Texas",58542,48,64184,2018
9064,"Appleby city, Texas",57500,48,03564,2018
9065,"Ovilla city, Texas",99103,48,54444,2018
9066,"Bovina city, Texas",38333,48,09628,2018
9067,"Seadrift city, Texas",32083,48,66416,2018
9068,"Santa Monica CDP, Texas",-666666666,48,65756,2018
9069,"Sebastian CDP, Texas",27115,48,66512,2018
9070,"Luling city, Texas",46019,48,45096,2018
9071,"Belton city, Texas",53623,48,07492,2018
9072,"Temple city, Texas",52226,48,72176,2018
9073,"Wellington city, Texas",37250,48,77152,2018
9074,"Blackwell city, Texas",52361,48,08488,2018
9075,"Woodsboro town, Texas",48750,48,80176,2018
9076,"Pattison city, Texas",61250,48,56108,2018
9077,"Golinda city, Texas",57500,48,30092,2018
9078,"Lott city, Texas",37344,48,44176,2018
9079,"New Chapel Hill city, Texas",61167,48,50876,2018
9080,"Whitehouse city, Texas",68417,48,78388,2018
9081,"Lake View CDP, Texas",-666666666,48,40966,2018
9082,"Randolph AFB CDP, Texas",91534,48,60608,2018
9083,"Redfield CDP, Texas",25284,48,61040,2018
9084,"Redland CDP, Texas",50994,48,61124,2018
9085,"Regino Ramirez CDP, Texas",-666666666,48,61454,2018
