,NAME,B19013_001E,state,place,year
14937,"La Homa CDP, Texas",29546,48,40342,2021
14938,"La Joya city, Texas",30692,48,40384,2021
14939,"Lake Bridgeport city, Texas",68333,48,40450,2021
14940,"Lake Brownwood CDP, Texas",67222,48,40456,2021
14941,"Lake Bryan CDP, Texas",68529,48,40462,2021
14942,"Lake Cherokee CDP, Texas",77091,48,40468,2021
14943,"Lake City town, Texas",53523,48,40472,2021
14944,"Lake Colorado City CDP, Texas",74097,48,40475,2021
14945,"Lake Dallas city, Texas",64921,48,40516,2021
14946,"Lake Dunlap CDP, Texas",86058,48,40522,2021
14947,"Lakehills CDP, Texas",72833,48,40576,2021
14948,"Lake Jackson city, Texas",86782,48,40588,2021
14949,"Lake Kiowa CDP, Texas",98406,48,40624,2021
14950,"Lake Medina Shores CDP, Texas",46631,48,40674,2021
14951,"Lake Meredith Estates CDP, Texas",58101,48,40676,2021
14952,"Lakeport city, Texas",56250,48,40696,2021
14953,"Lakeshore Gardens-Hidden Acres CDP, Texas",46591,48,40714,2021
14954,"Lakeside town (San Patricio County), Texas",56875,48,40738,2021
14955,"Lakeside town (Tarrant County), Texas",87692,48,40744,2021
14956,"Lakeside City town, Texas",91806,48,40756,2021
14957,"Lake Tanglewood village, Texas",122500,48,40804,2021
14958,"Lakeview town, Texas",-666666666,48,40888,2021
14959,"Lake View CDP, Texas",-666666666,48,40966,2021
14960,"Lakeway city, Texas",142566,48,40984,2021
14961,"Lakewood Village city, Texas",155833,48,41050,2021
14962,"Lake Worth city, Texas",78958,48,41056,2021
14963,"La Loma de Falcon CDP, Texas",-666666666,48,41086,2021
14964,"Lamar CDP, Texas",36891,48,41092,2021
14965,"La Marque city, Texas",60042,48,41116,2021
14966,"Lamesa city, Texas",36351,48,41164,2021
14967,"La Minita CDP, Texas",-666666666,48,41170,2021
14968,"Lamkin CDP, Texas",-666666666,48,41176,2021
14969,"La Moca Ranch CDP, Texas",26875,48,41180,2021
14970,"Lampasas city, Texas",56000,48,41188,2021
14971,"Lancaster city, Texas",59952,48,41212,2021
14972,"Lantana CDP, Texas",177875,48,41404,2021
14973,"La Paloma CDP, Texas",70092,48,41416,2021
14974,"La Paloma Addition CDP, Texas",44850,48,41420,2021
14975,"La Paloma-Lost Creek CDP, Texas",2499,48,41422,2021
14976,"La Paloma Ranchettes CDP, Texas",-666666666,48,41424,2021
14977,"La Porte city, Texas",78665,48,41440,2021
14978,"La Presa CDP, Texas",48359,48,41449,2021
14979,"La Pryor CDP, Texas",33409,48,41452,2021
14980,"La Puerta CDP, Texas",-666666666,48,41458,2021
14981,"Laredo city, Texas",55603,48,41464,2021
14982,"Laredo Ranchettes CDP, Texas",-666666666,48,41473,2021
14983,"Laredo Ranchettes West CDP, Texas",-666666666,48,41475,2021
14984,"La Rosita CDP, Texas",-666666666,48,41503,2021
14985,"Lasana CDP, Texas",-666666666,48,41542,2021
14986,"Lasara CDP, Texas",24028,48,41548,2021
14987,"Las Haciendas CDP, Texas",-666666666,48,41565,2021
14988,"Las Lomas CDP, Texas",28721,48,41566,2021
14989,"Las Lomitas CDP, Texas",-666666666,48,41569,2021
14990,"Las Palmas CDP, Texas",-666666666,48,41579,2021
14991,"Las Palmas II CDP, Texas",-666666666,48,41580,2021
14992,"Las Pilas CDP, Texas",-666666666,48,41582,2021
14993,"Las Quintas Fronterizas CDP, Texas",-666666666,48,41583,2021
14994,"Latexo city, Texas",38958,48,41644,2021
14995,"La Tina Ranch CDP, Texas",14358,48,41660,2021
14996,"Laughlin AFB CDP, Texas",68367,48,41704,2021
14997,"Laureles CDP, Texas",34541,48,41728,2021
14998,"La Vernia city, Texas",70703,48,41764,2021
14999,"La Victoria CDP, Texas",73068,48,41782,2021
15000,"La Villa city, Texas",53981,48,41788,2021
15001,"Lavon city, Texas",100714,48,41800,2021
15002,"La Ward city, Texas",67292,48,41848,2021
15003,"Lawn town, Texas",40000,48,41872,2021
15004,"League City city, Texas",112273,48,41980,2021
15005,"Leakey city, Texas",-666666666,48,42004,2021
15006,"Leander city, Texas",117090,48,42016,2021
15007,"Leary city, Texas",48229,48,42028,2021
15008,"Lefors town, Texas",47833,48,42148,2021
15009,"Lelia Lake CDP, Texas",103125,48,42244,2021
15010,"Leming CDP, Texas",64300,48,42256,2021
15011,"Leona city, Texas",-666666666,48,42340,2021
15012,"Leonard city, Texas",48614,48,42352,2021
15013,"Leon Valley city, Texas",54531,48,42388,2021
15014,"Leroy city, Texas",73409,48,42400,2021
15015,"Levelland city, Texas",47314,48,42448,2021
15016,"Lewisville city, Texas",71953,48,42508,2021
15017,"Lexington town, Texas",55817,48,42532,2021
15018,"Liberty city, Texas",53734,48,42568,2021
15019,"Liberty City CDP, Texas",76250,48,42616,2021
15020,"Liberty Hill city, Texas",86272,48,42664,2021
15021,"Lindale city, Texas",76033,48,42820,2021
15022,"Linden city, Texas",39868,48,42844,2021
15023,"Lindsay city, Texas",105682,48,42868,2021
15024,"Lindsay CDP, Texas",74199,48,42874,2021
15025,"Lingleville CDP, Texas",66071,48,42880,2021
15026,"Linn CDP, Texas",62845,48,42916,2021
15027,"Lipan city, Texas",57083,48,42940,2021
15028,"Lipscomb CDP, Texas",58750,48,42952,2021
15029,"Little Cypress CDP, Texas",67188,48,43000,2021
15030,"Little Elm city, Texas",101693,48,43012,2021
15031,"Littlefield city, Texas",45101,48,43024,2021
15032,"Little River-Academy city, Texas",66957,48,43066,2021
15033,"Live Oak city, Texas",69374,48,43096,2021
15034,"Liverpool city, Texas",46250,48,43120,2021
15035,"Livingston town, Texas",43735,48,43132,2021
15036,"Llano city, Texas",48519,48,43144,2021
15037,"Llano Grande CDP, Texas",28900,48,43150,2021
15038,"Lockett CDP, Texas",-666666666,48,43216,2021
15039,"Lockhart city, Texas",64633,48,43240,2021
15040,"Lockney town, Texas",56667,48,43252,2021
15041,"Log Cabin city, Texas",48875,48,43354,2021
15042,"Lolita CDP, Texas",50894,48,43432,2021
15043,"Loma Grande CDP, Texas",-666666666,48,43458,2021
15044,"Loma Linda CDP, Texas",-666666666,48,43460,2021
15045,"Loma Linda East CDP (Jim Wells County), Texas",-666666666,48,43462,2021
15046,"Loma Linda East CDP (Starr County), Texas",-666666666,48,43463,2021
15047,"Loma Linda West CDP, Texas",-666666666,48,43465,2021
15048,"Loma Vista CDP, Texas",-666666666,48,43474,2021
15049,"Lometa city, Texas",36776,48,43516,2021
15050,"Lone Oak city, Texas",54844,48,43636,2021
15051,"Lone Star city, Texas",39961,48,43684,2021
15052,"Longoria CDP, Texas",-666666666,48,43822,2021
15053,"Longview city, Texas",53854,48,43888,2021
15054,"Loop CDP, Texas",-666666666,48,43948,2021
15055,"Lopeño CDP, Texas",-666666666,48,43960,2021
15056,"Lopezville CDP, Texas",32596,48,43972,2021
15057,"Loraine town, Texas",48750,48,43996,2021
15058,"Lorena city, Texas",93750,48,44020,2021
15059,"Lorenzo city, Texas",33008,48,44032,2021
15060,"Los Altos CDP, Texas",-666666666,48,44038,2021
15061,"Los Alvarez CDP, Texas",8974,48,44044,2021
15062,"Los Angeles CDP, Texas",-666666666,48,44062,2021
15063,"Los Arcos CDP, Texas",-666666666,48,44072,2021
15064,"Los Arrieros CDP, Texas",-666666666,48,44075,2021
15065,"Los Barreras CDP, Texas",-666666666,48,44076,2021
15066,"Los Centenarios CDP, Texas",-666666666,48,44077,2021
15067,"Los Corralitos CDP, Texas",-666666666,48,44079,2021
15068,"Los Ebanos CDP (Hidalgo County), Texas",-666666666,48,44104,2021
15069,"Los Ebanos CDP (Starr County), Texas",59194,48,44110,2021
15070,"Los Fresnos city, Texas",36784,48,44116,2021
15071,"Los Fresnos CDP, Texas",-666666666,48,44120,2021
15072,"Los Huisaches CDP, Texas",-666666666,48,44123,2021
15073,"Los Indios town, Texas",34531,48,44128,2021
15074,"Los Lobos CDP, Texas",-666666666,48,44142,2021
15075,"Los Minerales CDP, Texas",-666666666,48,44145,2021
15076,"Los Nopalitos CDP, Texas",-666666666,48,44146,2021
15077,"Lost Creek CDP, Texas",144028,48,44162,2021
15078,"Los Veteranos I CDP, Texas",-666666666,48,44167,2021
15079,"Los Veteranos II CDP, Texas",-666666666,48,44168,2021
15080,"Los Ybanez city, Texas",-666666666,48,44170,2021
15081,"Lott city, Texas",40792,48,44176,2021
15082,"Louise CDP, Texas",53214,48,44212,2021
15083,"Lovelady city, Texas",50214,48,44260,2021
15084,"Loving CDP, Texas",-666666666,48,44284,2021
15085,"Lowry Crossing city, Texas",99118,48,44308,2021
15086,"Lozano CDP, Texas",-666666666,48,44344,2021
15087,"Lubbock city, Texas",54060,48,45000,2021
15088,"Lucas city, Texas",159563,48,45012,2021
15089,"Lueders city, Texas",29000,48,45048,2021
15090,"Lufkin city, Texas",49601,48,45072,2021
15091,"Luling city, Texas",54172,48,45096,2021
15092,"Lumberton city, Texas",88295,48,45120,2021
15093,"Lyford city, Texas",39896,48,45228,2021
15094,"Lyons CDP, Texas",86917,48,45276,2021
15095,"Lytle city, Texas",59357,48,45288,2021
15096,"Mabank town, Texas",45091,48,45324,2021
15097,"McAllen city, Texas",52422,48,45384,2021
15098,"McCamey city, Texas",46250,48,45432,2021
15099,"McCaulley CDP, Texas",-666666666,48,45444,2021
15100,"McDade CDP, Texas",43646,48,45564,2021
15101,"Macdona CDP, Texas",51111,48,45576,2021
15102,"McGregor city, Texas",53663,48,45672,2021
15103,"McKinney city, Texas",106437,48,45744,2021
15104,"McKinney Acres CDP, Texas",-666666666,48,45750,2021
15105,"McLean town, Texas",50625,48,45780,2021
15106,"McLendon-Chisholm city, Texas",131490,48,45804,2021
15107,"McLeod CDP, Texas",16204,48,45816,2021
15108,"McQueeney CDP, Texas",93099,48,45948,2021
15109,"Madisonville city, Texas",59946,48,45996,2021
15110,"Magnolia city, Texas",63661,48,46056,2021
15111,"Magnolia Beach CDP, Texas",176375,48,46080,2021
15112,"Malakoff city, Texas",40208,48,46224,2021
15113,"Malone town, Texas",33750,48,46260,2021
15114,"Manchaca CDP, Texas",137130,48,46308,2021
15115,"Manor city, Texas",91285,48,46440,2021
15116,"Mansfield city, Texas",105579,48,46452,2021
15117,"Manuel Garcia CDP, Texas",-666666666,48,46492,2021
15118,"Manuel Garcia II CDP, Texas",-666666666,48,46494,2021
15119,"Manvel city, Texas",99081,48,46500,2021
15120,"Marathon CDP, Texas",47663,48,46572,2021
15121,"Marble Falls city, Texas",48239,48,46584,2021
15122,"Marfa city, Texas",39604,48,46620,2021
15123,"Marietta town, Texas",-666666666,48,46668,2021
15124,"Marion city, Texas",54769,48,46692,2021
15125,"Markham CDP, Texas",43047,48,46716,2021
15126,"Marlin city, Texas",28061,48,46740,2021
15127,"Marquez city, Texas",58125,48,46752,2021
15128,"Marshall city, Texas",45500,48,46776,2021
15129,"Mart city, Texas",49904,48,46824,2021
15130,"Martindale city, Texas",68214,48,46848,2021
15131,"Martinez CDP, Texas",-666666666,48,46854,2021
15132,"Mason city, Texas",63512,48,46968,2021
15133,"Matador town, Texas",61406,48,47004,2021
15134,"Matagorda CDP, Texas",26641,48,47016,2021
15135,"Mathis city, Texas",31023,48,47040,2021
15136,"Maud city, Texas",47734,48,47088,2021
15137,"Mauriceville CDP, Texas",63367,48,47100,2021
15138,"May CDP, Texas",59545,48,47172,2021
15139,"Maypearl city, Texas",62419,48,47268,2021
15140,"Meadow town, Texas",58438,48,47316,2021
15141,"Meadowlakes city, Texas",70500,48,47330,2021
15142,"Meadows Place city, Texas",71250,48,47337,2021
15143,"Medina CDP, Texas",27818,48,47406,2021
15144,"Megargel town, Texas",60417,48,47460,2021
15145,"Melissa city, Texas",127391,48,47496,2021
15146,"Melvin town, Texas",47917,48,47568,2021
15147,"Memphis city, Texas",41685,48,47616,2021
15148,"Menard city, Texas",38563,48,47628,2021
15149,"Mentone CDP, Texas",-666666666,48,47676,2021
15150,"Mercedes city, Texas",36325,48,47700,2021
15151,"Meridian city, Texas",60078,48,47760,2021
15152,"Merkel town, Texas",53681,48,47796,2021
15153,"Mertens town, Texas",55278,48,47820,2021
15154,"Mertzon city, Texas",55294,48,47832,2021
15155,"Mesquite city, Texas",63706,48,47892,2021
15156,"Mesquite CDP, Texas",-666666666,48,47898,2021
15157,"Mexia city, Texas",34541,48,47916,2021
15158,"Miami city, Texas",58958,48,47988,2021
15159,"Midfield CDP, Texas",-666666666,48,48048,2021
15160,"Midland city, Texas",87900,48,48072,2021
15161,"Midlothian city, Texas",107532,48,48096,2021
15162,"Midway city, Texas",54375,48,48180,2021
15163,"Midway North CDP, Texas",48333,48,48272,2021
15164,"Midway South CDP, Texas",46927,48,48280,2021
15165,"Miguel Barrera CDP, Texas",118317,48,48315,2021
15166,"Mikes CDP, Texas",-666666666,48,48318,2021
15167,"Mila Doce CDP, Texas",29688,48,48320,2021
15168,"Milam CDP, Texas",40521,48,48324,2021
15169,"Milano city, Texas",62948,48,48336,2021
15170,"Mildred town, Texas",72500,48,48372,2021
15171,"Miles city, Texas",62031,48,48396,2021
15172,"Milford town, Texas",46250,48,48408,2021
15173,"Miller's Cove town, Texas",44432,48,48478,2021
15174,"Millsap town, Texas",43438,48,48564,2021
15175,"Mineola city, Texas",42153,48,48648,2021
15176,"Mineral Wells city, Texas",53385,48,48684,2021
15177,"Mingus city, Texas",36058,48,48720,2021
15178,"Mi Ranchito Estate CDP, Texas",250001,48,48750,2021
15179,"Mirando City CDP, Texas",-666666666,48,48756,2021
15180,"Mission city, Texas",53067,48,48768,2021
15181,"Mission Bend CDP, Texas",63227,48,48772,2021
15182,"Missouri City city, Texas",88426,48,48804,2021
15183,"Mobeetie city, Texas",57500,48,48852,2021
15184,"Mobile City city, Texas",40272,48,48858,2021
15185,"Monahans city, Texas",72721,48,48936,2021
15186,"Montague CDP, Texas",60000,48,49032,2021
15187,"Mont Belvieu city, Texas",132193,48,49068,2021
15188,"Monte Alto CDP, Texas",38419,48,49080,2021
15189,"Montgomery city, Texas",92583,48,49128,2021
15190,"Moody city, Texas",47500,48,49200,2021
15191,"Moore CDP, Texas",-666666666,48,49224,2021
15192,"Moore Station city, Texas",46528,48,49272,2021
15193,"Moraida CDP, Texas",-666666666,48,49300,2021
15194,"Morales-Sanchez CDP, Texas",-666666666,48,49314,2021
15195,"Moran city, Texas",30833,48,49320,2021
15196,"Morgan city, Texas",40313,48,49356,2021
15197,"Morgan Farm CDP, Texas",50772,48,49359,2021
15198,"Morgan's Point city, Texas",91458,48,49380,2021
15199,"Morgan's Point Resort city, Texas",80223,48,49392,2021
15200,"Morning Glory CDP, Texas",47900,48,49411,2021
15201,"Morse CDP, Texas",56681,48,49440,2021
15202,"Morton city, Texas",35357,48,49464,2021
15203,"Mosheim CDP, Texas",-666666666,48,49512,2021
15204,"Moulton town, Texas",62188,48,49560,2021
15205,"Mound CDP, Texas",-666666666,48,49572,2021
15206,"Mountain City city, Texas",129821,48,49600,2021
15207,"Mount Calm city, Texas",41793,48,49692,2021
15208,"Mount Enterprise city, Texas",50375,48,49728,2021
15209,"Mount Pleasant city, Texas",47599,48,49800,2021
15210,"Mount Vernon town, Texas",54803,48,49860,2021
15211,"Muenster city, Texas",80972,48,49932,2021
15212,"Muleshoe city, Texas",64655,48,49968,2021
15213,"Mullin town, Texas",24643,48,49992,2021
15214,"Munday city, Texas",54595,48,50040,2021
15215,"Muniz CDP, Texas",89306,48,50058,2021
15216,"Murchison city, Texas",53750,48,50076,2021
15217,"Murillo CDP, Texas",64225,48,50092,2021
15218,"Murphy city, Texas",147257,48,50100,2021
15219,"Mustang town, Texas",-666666666,48,50184,2021
15220,"Mustang Ridge city, Texas",82712,48,50200,2021
15221,"Myra CDP, Texas",59722,48,50220,2021
15222,"Myrtle Springs CDP, Texas",45234,48,50232,2021
15223,"Nacogdoches city, Texas",36434,48,50256,2021
15224,"Nada CDP, Texas",42045,48,50268,2021
15225,"Naples city, Texas",41765,48,50316,2021
15226,"Narciso Pena CDP, Texas",-666666666,48,50322,2021
15227,"Nash city, Texas",42697,48,50352,2021
15228,"Nassau Bay city, Texas",62449,48,50376,2021
15229,"Natalia city, Texas",65938,48,50400,2021
15230,"Navarro town, Texas",44000,48,50448,2021
15231,"Navasota city, Texas",43409,48,50472,2021
15232,"Nazareth city, Texas",63929,48,50496,2021
15233,"Neches CDP, Texas",50972,48,50544,2021
15234,"Nederland city, Texas",74745,48,50580,2021
15235,"Needville city, Texas",64270,48,50628,2021
15236,"Nesbitt town, Texas",-666666666,48,50724,2021
15237,"Netos CDP, Texas",-666666666,48,50742,2021
15238,"Nevada city, Texas",119583,48,50760,2021
15239,"Newark city, Texas",45313,48,50772,2021
15240,"New Berlin city, Texas",100341,48,50796,2021
15241,"New Boston city, Texas",53065,48,50808,2021
15242,"New Braunfels city, Texas",76890,48,50820,2021
15243,"Newcastle city, Texas",46667,48,50868,2021
15244,"New Chapel Hill city, Texas",52639,48,50876,2021
15245,"New Deal town, Texas",83607,48,50916,2021
15246,"New Fairview city, Texas",71250,48,50920,2021
15247,"New Falcon CDP, Texas",-666666666,48,50924,2021
15248,"New Home city, Texas",78056,48,51012,2021
15249,"New Hope town, Texas",73542,48,51036,2021
15250,"New London city, Texas",48533,48,51168,2021
15251,"New Summerfield city, Texas",59479,48,51336,2021
15252,"Newton city, Texas",37115,48,51372,2021
15253,"New Ulm CDP, Texas",84107,48,51384,2021
15254,"New Waverly city, Texas",41550,48,51396,2021
15255,"Neylandville town, Texas",34167,48,51444,2021
15256,"Niederwald city, Texas",62292,48,51492,2021
15257,"Nina CDP, Texas",37840,48,51552,2021
15258,"Nixon city, Texas",60278,48,51588,2021
15259,"Nocona city, Texas",34300,48,51648,2021
15260,"Nocona Hills CDP, Texas",55643,48,51654,2021
15261,"Nolanville city, Texas",65172,48,51708,2021
15262,"Nome city, Texas",71220,48,51720,2021
15263,"Noonday city, Texas",54091,48,51756,2021
15264,"Nordheim city, Texas",40417,48,51792,2021
15265,"Normandy CDP, Texas",-666666666,48,51828,2021
15266,"Normangee town, Texas",41687,48,51840,2021
15267,"Normanna CDP, Texas",-666666666,48,51852,2021
15268,"North Alamo CDP, Texas",48770,48,51900,2021
15269,"North Cleveland city, Texas",73611,48,51984,2021
15270,"North Escobares CDP, Texas",-666666666,48,52068,2021
15271,"Northlake town, Texas",96056,48,52212,2021
15272,"North Pearsall CDP, Texas",59437,48,52302,2021
15273,"North Richland Hills city, Texas",80932,48,52356,2021
15274,"North San Pedro CDP, Texas",-666666666,48,52404,2021
15275,"Novice city, Texas",19643,48,52668,2021
15276,"Oak Grove town, Texas",102656,48,52902,2021
15277,"Oakhurst CDP, Texas",-666666666,48,52992,2021
15278,"Oak Island CDP, Texas",-666666666,48,53004,2021
15279,"Oak Leaf city, Texas",139028,48,53115,2021
15280,"Oak Point city, Texas",97308,48,53130,2021
15281,"Oak Ridge town (Cooke County), Texas",43973,48,53154,2021
15282,"Oak Ridge town (Kaufman County), Texas",99375,48,53160,2021
15283,"Oak Ridge North city, Texas",108864,48,53190,2021
15284,"Oak Trail Shores CDP, Texas",34236,48,53212,2021
15285,"Oak Valley town, Texas",63333,48,53217,2021
15286,"Oakwood town, Texas",59000,48,53232,2021
15287,"O'Brien city, Texas",31250,48,53304,2021
15288,"Odem city, Texas",41620,48,53376,2021
15289,"Odessa city, Texas",66769,48,53388,2021
15290,"O'Donnell city, Texas",62908,48,53436,2021
15291,"Oglesby city, Texas",53571,48,53520,2021
15292,"Oilton CDP, Texas",34464,48,53556,2021
15293,"Oklaunion CDP, Texas",72895,48,53616,2021
15294,"Old River-Winfree city, Texas",82917,48,53824,2021
15295,"Olivarez CDP, Texas",55118,48,53934,2021
15296,"Olivia Lopez de Gutierrez CDP, Texas",-666666666,48,53946,2021
15297,"Olmito CDP, Texas",37051,48,53964,2021
15298,"Olmito and Olmito CDP, Texas",39167,48,53970,2021
15299,"Olmos Park city, Texas",146944,48,53988,2021
15300,"Olney city, Texas",36875,48,54000,2021
15301,"Olton city, Texas",55781,48,54012,2021
15302,"Omaha city, Texas",51184,48,54024,2021
