,NAME,Total_Pop,Hispanic_or_Latino,White_alone,Black_alone,Asian_alone,state,place,year
8909,"La Villa city, Texas",2655,2604,2476,22,0,48,41788,2018
8910,"Lavon city, Texas",3061,366,2365,387,161,48,41800,2018
8911,"Little Elm city, Texas",42889,9717,27098,7519,2636,48,43012,2018
8912,"Double Oak town, Texas",3065,219,2812,82,54,48,21028,2018
8913,"Kennedale city, Texas",7998,1744,6384,447,536,48,38896,2018
8914,"Lakewood Village city, Texas",479,6,464,0,5,48,41050,2018
8915,"El Cenizo city, Texas",3248,3199,3067,5,0,48,22905,2018
8916,"Broaddus town, Texas",269,3,267,0,0,48,10384,2018
8917,"Sonora city, Texas",3330,2062,2240,1,0,48,68756,2018
8918,"Elm Creek CDP, Texas",2730,2730,2701,0,0,48,23254,2018
8919,"La Chuparosa CDP, Texas",37,37,37,0,0,48,40018,2018
8920,"La Coma CDP, Texas",66,66,66,0,0,48,40100,2018
8921,"San Saba city, Texas",3116,1320,2405,135,3,48,65648,2018
8922,"Knollwood city, Texas",537,40,465,26,35,48,39680,2018
8923,"La Carla CDP, Texas",209,209,209,0,0,48,39994,2018
8924,"La Casita CDP, Texas",0,0,0,0,0,48,40000,2018
8925,"Lake Cherokee CDP, Texas",2480,89,2278,202,0,48,40468,2018
8926,"La Esperanza CDP, Texas",58,58,58,0,0,48,40188,2018
8927,"Laguna Park CDP, Texas",1497,106,1497,0,0,48,40312,2018
8928,"Lake Dunlap CDP, Texas",2288,839,1956,67,0,48,40522,2018
8929,"Bailey's Prairie village, Texas",759,92,657,96,0,48,05288,2018
8930,"McLendon-Chisholm city, Texas",2589,151,2448,38,47,48,45804,2018
8931,"Industry city, Texas",273,46,173,61,0,48,35984,2018
8932,"La Escondida CDP, Texas",232,232,232,0,0,48,40186,2018
8933,"Lake Medina Shores CDP, Texas",1449,428,1249,36,0,48,40674,2018
8934,"Bellville city, Texas",4234,712,3504,515,0,48,07432,2018
8935,"Lake Bryan CDP, Texas",1817,812,1308,105,0,48,40462,2018
8936,"Hearne city, Texas",4467,1914,2683,1712,0,48,32972,2018
8937,"Bonney village, Texas",246,48,142,45,14,48,09388,2018
8938,"Rice city, Texas",917,198,859,6,0,48,61736,2018
8939,"League City city, Texas",100832,20271,81136,8009,5569,48,41980,2018
8940,"Iowa Colony village, Texas",1056,469,795,51,78,48,36092,2018
8941,"Royse City city, Texas",11746,2333,9755,1018,64,48,63668,2018
8942,"Clute city, Texas",11524,6430,9104,1402,19,48,15652,2018
8943,"Huxley city, Texas",459,0,459,0,0,48,35636,2018
8944,"Jones Creek village, Texas",2192,849,2019,9,0,48,37984,2018
8945,"Palisades village, Texas",299,23,284,8,0,48,54726,2018
8946,"Nash city, Texas",3350,784,2562,740,0,48,50352,2018
8947,"Oyster Creek city, Texas",1278,323,1067,88,0,48,54528,2018
8948,"Channelview CDP, Texas",41930,27554,32670,6407,182,48,14236,2018
8949,"Quintana town, Texas",14,2,14,0,0,48,60164,2018
8950,"Surfside Beach city, Texas",593,102,526,19,0,48,71384,2018
8951,"Brookside Village city, Texas",1814,793,1602,74,6,48,10648,2018
8952,"Cameron city, Texas",5455,1472,4023,1025,31,48,12040,2018
8953,"Terrell city, Texas",17378,4049,11478,4147,96,48,72284,2018
8954,"Oak Leaf city, Texas",1486,263,1040,278,16,48,53115,2018
8955,"Huntington city, Texas",2320,64,1990,226,0,48,35492,2018
8956,"West Tawakoni city, Texas",2189,285,1994,0,24,48,77896,2018
8957,"Celina city, Texas",9354,1798,8488,483,87,48,13684,2018
8958,"Throckmorton town, Texas",732,194,695,16,0,48,72896,2018
8959,"Callisburg city, Texas",391,11,359,0,4,48,11968,2018
8960,"Volente village, Texas",590,101,557,0,22,48,75752,2018
8961,"Early city, Texas",2923,483,2734,42,37,48,21904,2018
8962,"Corrigan town, Texas",1794,634,1095,568,25,48,17036,2018
8963,"Scottsville city, Texas",389,22,191,191,0,48,66332,2018
8964,"Waskom city, Texas",1887,358,1510,322,0,48,76636,2018
8965,"Gainesville city, Texas",16275,5247,14120,820,320,48,27984,2018
8966,"West Livingston CDP, Texas",8134,1942,6261,1676,8,48,77662,2018
8967,"Mabank town, Texas",3194,233,2872,94,50,48,45324,2018
8968,"Ramireno CDP, Texas",69,69,0,0,0,48,60380,2018
8969,"Pena CDP, Texas",70,70,70,0,0,48,56644,2018
8970,"Perezville CDP, Texas",4612,3375,4491,0,0,48,56804,2018
8971,"Perrin CDP, Texas",256,0,256,0,0,48,56864,2018
8972,"Pine Harbor CDP, Texas",908,59,836,12,0,48,57566,2018
8973,"Placedo CDP, Texas",575,488,498,36,0,48,57932,2018
8974,"Pueblo Nuevo CDP, Texas",679,679,637,0,0,48,59798,2018
8975,"Ramirez-Perez CDP, Texas",49,49,49,0,0,48,60408,2018
8976,"Pleasant Hill CDP, Texas",744,504,642,0,0,48,58232,2018
8977,"Quail Creek CDP, Texas",1633,714,1616,0,0,48,60026,2018
8978,"DISH town, Texas",419,45,393,2,0,48,20540,2018
8979,"Port O'Connor CDP, Texas",971,263,852,0,0,48,58952,2018
8980,"Quesada CDP, Texas",0,0,0,0,0,48,60098,2018
8981,"Palo Pinto CDP, Texas",161,17,131,24,0,48,54876,2018
8982,"Powderly CDP, Texas",1021,160,993,5,0,48,59156,2018
8983,"Rafael Pena CDP, Texas",0,0,0,0,0,48,60290,2018
8984,"Preston CDP, Texas",2148,104,2046,0,0,48,59420,2018
8985,"Pueblo East CDP, Texas",0,0,0,0,0,48,59794,2018
8986,"Sullivan City city, Texas",4141,4058,4032,0,0,48,70868,2018
8987,"Villa Verde CDP, Texas",374,303,374,0,0,48,75626,2018
8988,"Bertram city, Texas",1731,416,1568,18,0,48,07864,2018
8989,"El Quiote CDP, Texas",193,193,193,0,0,48,24013,2018
8990,"Talty town, Texas",2302,288,1942,251,3,48,71756,2018
8991,"Point Venture village, Texas",1194,77,1174,3,0,48,58586,2018
8992,"El Rancho Vela CDP, Texas",569,569,375,0,0,48,24015,2018
8993,"Escobares city, Texas",2529,2485,2377,0,0,48,24552,2018
8994,"El Socio CDP, Texas",69,69,69,0,0,48,24055,2018
8995,"Union Valley city, Texas",367,37,366,0,0,48,74372,2018
8996,"Lopeño CDP, Texas",184,184,184,0,0,48,43960,2018
8997,"Horseshoe Bay city, Texas",3587,308,3361,0,0,48,34862,2018
8998,"Lindsay city, Texas",1156,41,1114,0,0,48,42868,2018
8999,"Cut and Shoot city, Texas",1313,132,1219,2,4,48,18260,2018
9000,"Encantada-Ranchito-El Calaboz CDP, Texas",1438,1438,1438,0,0,48,24223,2018
9001,"Salineño CDP, Texas",129,129,129,0,0,48,64316,2018
9002,"Bedias city, Texas",334,79,270,45,0,48,07144,2018
9003,"Lone Oak city, Texas",683,31,620,21,2,48,43636,2018
9004,"Emerald Bay CDP, Texas",1307,37,1257,0,30,48,24158,2018
9005,"Eugenio Saenz CDP, Texas",260,253,252,0,0,48,24738,2018
9006,"Falconaire CDP, Texas",180,180,180,0,0,48,25338,2018
9007,"Fernando Salinas CDP, Texas",27,27,27,0,0,48,25744,2018
9008,"Evergreen CDP, Texas",53,53,53,0,0,48,24894,2018
9009,"Falman CDP, Texas",15,0,15,0,0,48,25397,2018
9010,"Fabrica CDP, Texas",748,748,712,0,0,48,25038,2018
9011,"Fort Clark Springs CDP, Texas",1189,365,1189,0,0,48,26680,2018
9012,"Flor del Rio CDP, Texas",254,254,254,0,0,48,26130,2018
9013,"Fannett CDP, Texas",2156,268,1855,117,159,48,25404,2018
9014,"McQueeney CDP, Texas",2543,744,2125,65,0,48,45948,2018
9015,"Seguin city, Texas",28357,14880,18504,1913,438,48,66644,2018
9016,"Fresno CDP, Texas",24607,9290,5539,14113,407,48,27540,2018
9017,"Rosenberg city, Texas",36509,22423,26140,5540,986,48,63284,2018
9018,"Old River-Winfree city, Texas",2130,93,1968,71,0,48,53824,2018
9019,"Lumberton city, Texas",12610,1019,12288,47,92,48,45120,2018
9020,"Opdyke West town, Texas",232,119,212,13,0,48,54075,2018
9021,"Sundown city, Texas",1222,608,1177,17,0,48,71060,2018
9022,"Centerville city, Texas",1092,12,988,88,0,48,13900,2018
9023,"Leona city, Texas",125,5,125,0,0,48,42340,2018
9024,"Hawkins city, Texas",1351,29,1025,311,0,48,32816,2018
9025,"Lufkin city, Texas",35874,10253,23910,9026,789,48,45072,2018
9026,"El Campo city, Texas",11670,6360,9722,1211,0,48,22864,2018
9027,"Blanket town, Texas",346,45,335,0,0,48,08596,2018
9028,"Brownwood city, Texas",18820,5358,16686,1113,230,48,10780,2018
9029,"Anacua CDP, Texas",8,8,8,0,0,48,03126,2018
9030,"Arroyo Gardens CDP, Texas",108,108,75,0,0,48,04176,2018
9031,"Bluetown CDP, Texas",482,472,453,0,0,48,08908,2018
9032,"Banquete CDP, Texas",389,318,389,0,0,48,05576,2018
9033,"Bee Cave city, Texas",6521,973,5367,66,769,48,07156,2018
9034,"Big Thicket Lake Estates CDP, Texas",582,0,525,57,0,48,08240,2018
9035,"Boling CDP, Texas",916,601,730,0,0,48,09232,2018
9036,"Buchanan Lake Village CDP, Texas",856,10,856,0,0,48,10990,2018
9037,"Buena Vista CDP, Texas",54,54,54,0,0,48,11102,2018
9038,"Tahoka city, Texas",2602,1382,2153,73,1,48,71708,2018
9039,"Wilson city, Texas",402,271,314,0,4,48,79612,2018
9040,"Orange city, Texas",18901,1406,11417,5958,765,48,54132,2018
9041,"Pinehurst city, Texas",2289,232,1797,428,0,48,57608,2018
9042,"Mingus city, Texas",208,21,201,5,0,48,48720,2018
9043,"Stratford city, Texas",2108,1059,1863,11,0,48,70544,2018
9044,"Groveton city, Texas",1302,231,1030,241,0,48,31340,2018
9045,"Liberty Hill city, Texas",1218,229,1151,33,0,48,42664,2018
9046,"Falcon Mesa CDP, Texas",248,167,248,0,0,48,25352,2018
9047,"Zapata CDP, Texas",4585,4264,4198,0,0,48,80716,2018
9048,"Florence city, Texas",981,333,938,0,0,48,26136,2018
9049,"Elmendorf city, Texas",2077,1221,1923,1,0,48,23272,2018
9050,"Helotes city, Texas",8895,2995,7581,175,476,48,33146,2018
9051,"Hollywood Park town, Texas",3342,377,3169,7,22,48,34628,2018
9052,"Leon Valley city, Texas",11306,6571,9664,745,371,48,42388,2018
9053,"Olmos Park city, Texas",1999,346,1881,87,5,48,53988,2018
9054,"Somerset city, Texas",1720,1264,1551,15,0,48,68708,2018
9055,"Henderson city, Texas",13355,2940,9370,3029,165,48,33212,2018
9056,"New London city, Texas",1037,35,960,27,0,48,51168,2018
9057,"Murphy city, Texas",20528,1402,11334,2734,5452,48,50100,2018
9058,"East Mountain city, Texas",1311,187,1146,11,0,48,22168,2018
9059,"Weston city, Texas",305,13,278,18,3,48,77740,2018
9060,"Gilmer city, Texas",5122,558,3161,1307,4,48,29564,2018
9061,"Shamrock city, Texas",1934,430,1546,152,4,48,67160,2018
9062,"Bowie city, Texas",5059,496,4664,23,0,48,09640,2018
9063,"St. Jo city, Texas",930,8,910,5,0,48,64184,2018
9064,"Appleby city, Texas",588,53,530,18,16,48,03564,2018
9065,"Ovilla city, Texas",3800,254,3139,649,0,48,54444,2018
9066,"Bovina city, Texas",1439,1242,1335,17,25,48,09628,2018
9067,"Seadrift city, Texas",1446,480,1241,26,64,48,66416,2018
9068,"Santa Monica CDP, Texas",15,15,15,0,0,48,65756,2018
9069,"Sebastian CDP, Texas",1772,1664,1677,0,0,48,66512,2018
9070,"Luling city, Texas",5779,2946,4133,487,33,48,45096,2018
9071,"Belton city, Texas",21123,8113,17008,2285,275,48,07492,2018
9072,"Temple city, Texas",73143,18985,54769,11735,1507,48,72176,2018
9073,"Wellington city, Texas",2158,707,1624,222,0,48,77152,2018
9074,"Blackwell city, Texas",231,23,208,0,0,48,08488,2018
9075,"Woodsboro town, Texas",1626,848,1440,75,4,48,80176,2018
9076,"Pattison city, Texas",478,191,340,39,0,48,56108,2018
9077,"Golinda city, Texas",614,81,471,131,0,48,30092,2018
9078,"Lott city, Texas",724,91,553,88,0,48,44176,2018
9079,"New Chapel Hill city, Texas",873,132,788,64,0,48,50876,2018
9080,"Whitehouse city, Texas",8303,1001,7469,411,131,48,78388,2018
9081,"Lake View CDP, Texas",303,184,303,0,0,48,40966,2018
9082,"Randolph AFB CDP, Texas",1178,194,884,86,71,48,60608,2018
9083,"Redfield CDP, Texas",395,150,274,58,0,48,61040,2018
9084,"Redland CDP, Texas",1429,167,944,459,0,48,61124,2018
9085,"Regino Ramirez CDP, Texas",106,106,106,0,0,48,61454,2018
9086,"Ricardo CDP, Texas",544,449,544,0,0,48,61724,2018
9087,"Rivereno CDP, Texas",19,19,19,0,0,48,62318,2018
9088,"Riviera CDP, Texas",648,437,631,0,0,48,62468,2018
9089,"Rosharon CDP, Texas",1580,821,1205,125,0,48,63332,2018
9090,"Rosita CDP, Texas",3471,3053,2496,0,0,48,63350,2018
9091,"Salineño North CDP, Texas",62,62,62,0,0,48,64322,2018
9092,"Sammy Martinez CDP, Texas",44,44,44,0,0,48,64442,2018
9093,"Sam Rayburn CDP, Texas",764,6,764,0,0,48,64460,2018
9094,"San Carlos I CDP, Texas",63,63,63,0,0,48,65049,2018
9095,"San Carlos II CDP, Texas",456,456,456,0,0,48,65050,2018
9096,"Sandoval CDP, Texas",0,0,0,0,0,48,65210,2018
9097,"Sand Springs CDP, Texas",846,257,775,0,0,48,65240,2018
9098,"San Fernando CDP, Texas",39,39,22,0,0,48,65378,2018
9099,"San Juan CDP, Texas",119,119,102,0,0,48,65532,2018
9100,"Santa Anna CDP, Texas",9,9,9,0,0,48,65678,2018
9101,"Santa Rosa CDP, Texas",234,234,218,0,0,48,65774,2018
9102,"Santel CDP, Texas",10,10,10,0,0,48,65777,2018
9103,"Savannah CDP, Texas",6224,953,4665,743,106,48,66000,2018
9104,"Seco Mines CDP, Texas",459,366,459,0,0,48,66536,2018
9105,"Webberville village, Texas",468,270,358,28,0,48,76924,2018
9106,"East Bernard city, Texas",2668,914,2497,34,0,48,21988,2018
9107,"Bristol CDP, Texas",484,0,444,20,0,48,10336,2018
9108,"Camargito CDP, Texas",447,447,443,0,0,48,12010,2018
9109,"Campo Verde CDP, Texas",105,105,105,0,0,48,12226,2018
9110,"Canyon Creek CDP, Texas",1306,164,1277,29,0,48,12562,2018
9111,"Carlsbad CDP, Texas",574,121,507,32,0,48,12892,2018
9112,"Casa Blanca CDP, Texas",0,0,0,0,0,48,13128,2018
9113,"Burton city, Texas",560,11,448,103,3,48,11536,2018
9114,"Callender Lake CDP, Texas",1300,26,1300,0,0,48,11940,2018
9115,"Cape Royale CDP, Texas",445,0,397,48,0,48,12600,2018
9116,"Casas CDP, Texas",27,27,27,0,0,48,13150,2018
9117,"Cedar Point CDP, Texas",806,7,785,0,10,48,13570,2018
9118,"Chaparrito CDP, Texas",71,71,71,0,0,48,14266,2018
9119,"Chapeno CDP, Texas",23,23,23,0,0,48,14290,2018
9120,"Chilton CDP, Texas",736,556,672,6,0,48,14692,2018
9121,"Chula Vista CDP (Cameron County), Texas",499,499,499,0,0,48,14880,2018
9122,"China Spring CDP, Texas",990,28,986,0,0,48,14740,2018
9123,"Chula Vista CDP (Zavala County), Texas",1126,1126,1126,0,0,48,14882,2018
9124,"Chula Vista CDP (Maverick County), Texas",3922,3860,3829,0,14,48,14881,2018
9125,"Colorado Acres CDP, Texas",118,118,118,0,0,48,16110,2018
9126,"Delmita CDP, Texas",129,129,129,0,0,48,19732,2018
9127,"D'Hanis CDP, Texas",918,541,918,0,0,48,20248,2018
9128,"Country Acres CDP, Texas",223,0,223,0,0,48,17236,2018
9129,"Del Sol CDP, Texas",59,59,59,0,0,48,19808,2018
9130,"Driftwood CDP, Texas",74,0,74,0,0,48,21412,2018
9131,"East Alto Bonito CDP, Texas",819,819,813,0,0,48,21958,2018
9132,"Edgewater Estates CDP, Texas",122,113,122,0,0,48,22593,2018
9133,"El Brazil CDP, Texas",61,61,61,0,0,48,22853,2018
9134,"El Castillo CDP, Texas",137,137,137,0,0,48,22892,2018
9135,"El Cenizo CDP, Texas",444,444,444,0,0,48,22898,2018
9136,"Dorchester city, Texas",77,0,77,0,0,48,20932,2018
9137,"Zapata Ranch CDP, Texas",100,100,100,0,0,48,80722,2018
9138,"Lone Star city, Texas",1721,172,1168,364,13,48,43684,2018
9139,"Omaha city, Texas",880,37,633,233,0,48,54024,2018
9140,"Tulia city, Texas",4706,2275,3522,357,9,48,73868,2018
9141,"Impact town, Texas",51,42,16,0,0,48,35816,2018
9142,"Dilley city, Texas",4318,3226,3065,389,21,48,20428,2018
9143,"Gallatin city, Texas",334,15,334,0,0,48,28008,2018
9144,"Comanche city, Texas",4194,1883,3831,129,8,48,16192,2018
9145,"Kirvin town, Texas",148,5,144,4,0,48,39520,2018
9146,"Highland Haven city, Texas",523,17,487,0,0,48,33794,2018
9147,"Bailey city, Texas",260,12,245,5,0,48,05264,2018
9148,"Oak Valley town, Texas",430,39,399,3,0,48,53217,2018
9149,"Ore City city, Texas",1109,136,946,34,0,48,54216,2018
9150,"Ingleside on the Bay city, Texas",881,138,824,0,2,48,36020,2018
9151,"Lake City town, Texas",535,183,511,0,0,48,40472,2018
9152,"Noonday city, Texas",514,104,464,44,1,48,51756,2018
9153,"Del Rio city, Texas",35921,30778,33522,538,261,48,19792,2018
9154,"La Feria city, Texas",7329,6379,6904,12,141,48,40204,2018
9155,"San Benito city, Texas",24466,22815,22401,35,16,48,65036,2018
9156,"Nome city, Texas",405,32,353,52,0,48,51720,2018
9157,"Spearman city, Texas",3250,1462,2985,20,0,48,69476,2018
9158,"Crandall city, Texas",3491,579,3371,28,8,48,17504,2018
9159,"Bevil Oaks city, Texas",1283,139,1165,50,48,48,08128,2018
9160,"Booker town, Texas",1401,747,1138,6,23,48,09448,2018
9161,"Concepcion CDP, Texas",46,46,37,0,0,48,16300,2018
9162,"Skidmore CDP, Texas",1168,765,1125,17,0,48,68132,2018
9163,"Aledo city, Texas",3817,424,3377,14,43,48,01744,2018
9164,"Cool city, Texas",180,21,180,0,0,48,16540,2018
9165,"Weatherford city, Texas",29739,4433,26592,883,103,48,76864,2018
9166,"La Grange city, Texas",4655,1610,3964,374,92,48,40276,2018
9167,"West city, Texas",2809,216,2516,240,8,48,77332,2018
9168,"Todd Mission city, Texas",42,0,42,0,0,48,73224,2018
9169,"Boerne city, Texas",14799,3913,13177,168,33,48,09160,2018
9170,"Bynum town, Texas",284,46,219,58,2,48,11656,2018
9171,"Franklin city, Texas",1976,191,1586,372,0,48,27288,2018
9172,"Richland town, Texas",205,14,189,14,0,48,61820,2018
9173,"Rockwall city, Texas",43157,7808,37342,2675,1226,48,62828,2018
9174,"Bruceville-Eddy city, Texas",1509,263,1471,0,4,48,10828,2018
9175,"San Antonio city, Texas",1486521,954678,1196988,103037,42225,48,65000,2018
9176,"Sweeny city, Texas",3739,695,3126,514,0,48,71492,2018
9177,"Wild Peach Village CDP, Texas",1924,331,1683,150,35,48,79192,2018
9178,"Melvin town, Texas",170,105,138,0,0,48,47568,2018
9179,"Covington city, Texas",255,3,244,0,0,48,17372,2018
9180,"Bonham city, Texas",10106,1873,7978,1247,155,48,09328,2018
9181,"Dodd City town, Texas",337,11,279,2,0,48,20680,2018
9182,"Honey Grove city, Texas",2172,391,1838,234,16,48,34700,2018
9183,"Sachse city, Texas",25133,4286,16675,3359,3299,48,64064,2018
9184,"DeSoto city, Texas",53030,9305,14084,36245,272,48,20092,2018
9185,"Farmers Branch city, Texas",35552,15522,24989,2150,2879,48,25452,2018
9186,"Ferris city, Texas",2612,1124,1904,334,5,48,25752,2018
9187,"Castroville city, Texas",2970,1206,2589,60,37,48,13312,2018
9188,"Port Lavaca city, Texas",12303,7337,10169,459,957,48,58916,2018
9189,"San Perlita city, Texas",760,718,738,0,0,48,65636,2018
9190,"Bryson city, Texas",551,100,523,12,6,48,10960,2018
9191,"Jacksboro city, Texas",4383,1133,3847,411,0,48,37168,2018
9192,"Reno city (Lamar County), Texas",3272,103,3007,53,62,48,61592,2018
9193,"Ralls city, Texas",1711,1123,1570,49,14,48,60356,2018
9194,"Alvord town, Texas",1165,168,1103,10,0,48,02284,2018
9195,"Rhome city, Texas",1737,279,1702,11,3,48,61700,2018
9196,"Cedar Hill city, Texas",48704,11049,17563,26261,1443,48,13492,2018
9197,"Garland city, Texas",237982,101885,152039,33305,26453,48,29000,2018
9198,"Grapevine city, Texas",52486,12037,41917,2488,3139,48,30644,2018
9199,"Richardson city, Texas",114402,19582,77136,10949,18754,48,61796,2018
9200,"Lasara CDP, Texas",793,731,765,0,0,48,41548,2018
9201,"Raymondville city, Texas",11051,10126,10497,146,0,48,60836,2018
9202,"Chester town, Texas",333,17,329,0,3,48,14584,2018
9203,"Colmesneil city, Texas",631,16,572,36,8,48,16048,2018
9204,"Floresville city, Texas",7377,4769,6682,75,59,48,26160,2018
9205,"Poth town, Texas",2151,1279,2082,0,1,48,59096,2018
9206,"Wixon Valley city, Texas",229,44,196,22,0,48,79919,2018
9207,"Garrett town, Texas",1062,764,876,28,25,48,29036,2018
9208,"Walnut Springs city, Texas",846,440,806,0,0,48,76348,2018
9209,"Tehuacana town, Texas",205,11,184,18,0,48,72080,2018
9210,"Newcastle city, Texas",584,94,574,0,0,48,50868,2018
9211,"Harlingen city, Texas",65449,53346,59887,696,794,48,32372,2018
9212,"Los Fresnos city, Texas",7707,7061,7366,14,0,48,44116,2018
9213,"Millican town, Texas",214,71,189,10,0,48,48516,2018
9214,"Lockhart city, Texas",13548,7062,10519,1059,385,48,43240,2018
9215,"Barton Creek CDP, Texas",2928,382,2826,10,51,48,05750,2018
9216,"Benavides city, Texas",1840,1804,1661,0,0,48,07528,2018
9217,"Marathon CDP, Texas",395,180,366,0,0,48,46572,2018
9218,"Bastrop city, Texas",8736,1848,7281,906,171,48,05864,2018
9219,"Elkhart town, Texas",1399,142,1192,176,0,48,23140,2018
9220,"Inez CDP, Texas",2604,276,2581,0,0,48,35996,2018
9221,"Victoria city, Texas",66939,35253,57190,4670,1028,48,75428,2018
9222,"Browndell city, Texas",304,0,120,184,0,48,10708,2018
9223,"Jamaica Beach city, Texas",1138,135,1110,0,28,48,37252,2018
9224,"Botines CDP, Texas",22,9,22,0,0,48,09598,2018
9225,"Laredo Ranchettes CDP, Texas",72,42,72,0,0,48,41473,2018
9226,"Mirando City CDP, Texas",381,365,381,0,0,48,48756,2018
9227,"Ranchitos Las Lomas CDP, Texas",308,308,308,0,0,48,60482,2018
9228,"Hartley CDP, Texas",568,340,547,0,0,48,32612,2018
9229,"Howardwick city, Texas",395,31,386,0,0,48,35072,2018
9230,"Copper Canyon town, Texas",1235,34,1145,21,37,48,16636,2018
9231,"Vega city, Texas",939,135,893,7,4,48,75188,2018
9232,"Sonterra CDP, Texas",2963,790,2651,120,11,48,68762,2018
9233,"Spring Branch city, Texas",36,0,36,0,0,48,69608,2018
9234,"Kingsbury city, Texas",49,0,49,0,0,48,39292,2018
9235,"Roman Forest city, Texas",1555,170,1282,203,24,48,63044,2018
9236,"Guadalupe Guerra CDP, Texas",62,62,62,0,0,48,31442,2018
9237,"Las Lomitas CDP, Texas",133,133,133,0,0,48,41569,2018
9238,"Kerrville city, Texas",23216,6655,20385,637,217,48,39040,2018
9239,"Corinth city, Texas",21158,3318,18318,1297,388,48,16696,2018
9240,"Denton city, Texas",133661,32009,106140,12551,5581,48,19972,2018
9241,"Hebron town, Texas",239,15,191,14,30,48,33020,2018
9242,"Hickory Creek town, Texas",4442,426,3694,128,294,48,33476,2018
9243,"Krugerville city, Texas",1600,72,1537,0,13,48,39916,2018
9244,"Roanoke city, Texas",7899,1509,6247,367,514,48,62504,2018
9245,"Shady Shores town, Texas",2828,358,2610,15,85,48,67100,2018
9246,"The Colony city, Texas",42215,8830,32399,3976,2139,48,72530,2018
9247,"Woodson town, Texas",219,15,216,0,0,48,80188,2018
9248,"Louise CDP, Texas",935,576,848,0,0,48,44212,2018
9249,"Gorman city, Texas",1042,239,987,0,0,48,30308,2018
9250,"Hallsville city, Texas",4134,259,4014,78,19,48,31904,2018
9251,"Jewett city, Texas",1009,487,904,77,9,48,37648,2018
9252,"Commerce city, Texas",9000,973,5391,2086,589,48,16240,2018
9253,"Neylandville town, Texas",76,33,2,38,0,48,51444,2018
9254,"Muleshoe city, Texas",5568,3784,4521,36,60,48,49968,2018
9255,"Lamesa city, Texas",9264,5755,7822,162,6,48,41164,2018
9256,"Frankston town, Texas",1053,30,849,120,14,48,27300,2018
9257,"Haskell city, Texas",3240,1081,2822,136,44,48,32696,2018
9258,"Rochester town, Texas",365,118,283,48,0,48,62636,2018
9259,"Midland city, Texas",135134,58879,111281,10568,3048,48,48072,2018
9260,"Iraan city, Texas",1215,598,630,0,28,48,36128,2018
9261,"Emory city, Texas",1361,118,1167,99,0,48,24216,2018
9262,"Rotan city, Texas",1345,559,1078,70,19,48,63464,2018
9263,"Hale Center city, Texas",2189,1489,2065,26,6,48,31820,2018
9264,"Floydada city, Texas",2767,1898,2509,198,5,48,26268,2018
9265,"Gordon city, Texas",450,34,412,0,0,48,30272,2018
9266,"Midlothian city, Texas",23908,3719,20806,1461,191,48,48096,2018
9267,"Mauriceville CDP, Texas",3121,180,3007,10,0,48,47100,2018
9268,"West Orange city, Texas",3399,764,2862,406,0,48,77752,2018
9269,"Strawn city, Texas",680,236,642,0,0,48,70580,2018
9270,"Bayside town, Texas",417,95,330,9,0,48,06104,2018
9271,"Hempstead city, Texas",7397,2329,2429,3304,0,48,33200,2018
9272,"Monahans city, Texas",7587,4261,6334,468,67,48,48936,2018
9273,"Briaroaks city, Texas",563,33,455,103,0,48,10216,2018
9274,"Lytle city, Texas",2886,1721,2806,0,0,48,45288,2018
9275,"Marietta town, Texas",93,0,92,0,1,48,46668,2018
9276,"Hillcrest village, Texas",858,140,826,2,2,48,33980,2018
9277,"San Juan city, Texas",36740,35801,34862,12,0,48,65516,2018
9278,"Weslaco city, Texas",39871,34886,34530,136,440,48,77272,2018
9279,"Burnet city, Texas",6216,1388,5569,130,38,48,11464,2018
9280,"Oglesby city, Texas",736,141,638,3,0,48,53520,2018
9281,"Four Points CDP, Texas",0,0,0,0,0,48,27124,2018
9282,"Fronton Ranchettes CDP, Texas",234,234,234,0,0,48,27748,2018
9283,"Garciasville CDP, Texas",72,72,72,0,0,48,28152,2018
9284,"Gail CDP, Texas",245,29,231,0,0,48,27972,2018
9285,"Garza-Salinas II CDP, Texas",570,558,393,0,0,48,29114,2018
9286,"Guthrie CDP, Texas",154,2,152,0,0,48,31640,2018
9287,"Gutierrez CDP, Texas",84,84,84,0,0,48,31646,2018
9288,"Hargill CDP, Texas",826,809,762,0,0,48,32300,2018
9289,"H. Cuellar Estates CDP, Texas",103,103,103,0,0,48,32910,2018
9290,"Hillside Acres CDP, Texas",0,0,0,0,0,48,34105,2018
9291,"Hilltop CDP (Frio County), Texas",167,102,65,0,0,48,34130,2018
9292,"Hilltop CDP (Starr County), Texas",90,90,61,0,0,48,34133,2018
9293,"Hilltop Lakes CDP, Texas",783,19,772,0,0,48,34136,2018
9294,"Garden City CDP, Texas",487,222,289,0,0,48,28176,2018
9295,"Glidden CDP, Texas",911,549,633,164,0,48,29912,2018
9296,"Holiday Beach CDP, Texas",648,131,648,0,0,48,34478,2018
9297,"Buchanan Dam CDP, Texas",1466,123,1436,0,13,48,10984,2018
9298,"Goree city, Texas",419,191,294,83,2,48,30296,2018
9299,"Cresson city, Texas",864,100,795,21,0,48,17648,2018
9300,"deCordova city, Texas",2860,147,2820,0,0,48,19570,2018
9301,"Gun Barrel City city, Texas",6057,364,5783,63,0,48,31592,2018
9302,"E. Lopez CDP, Texas",210,187,184,0,7,48,23398,2018
